tweet_bersih,label_sentimen,label prediksi
tingkat sekolah kabupaten bandung barat jawa barat laksana ajar tatap muka ptm persen pekan putus iring turun covid,1,positif
wajar edtech goyang sekolah enak tatap muka anakanak alam sosialisasi ganti,1,positif
menang banget sekolah offline ibuk belikan sepatu bismillah bunaa moga rezeki huhu sehat lancar rezekinyaa bunaa luv,-1,negatif
sekolah offline potensi drop anjing makan mie hari x jajan sembarang nugas pagi pagi minggu pat materi tanggungtanggung,-1,negatif
offline sekolah offline gradu,1,positif
pas rumah sekolah offline buka pas pulangitupun sebentar weekday coba sibuk sentuh rumput nder,0,netral
plshhh oi saya hari dengar glitch mode besok sekolah offline eh teman saya rusak dengar saya kayak,-1,negatif
orang lupa turun gara gara kali uji rumah saya jujur teman teman saya cari google nilai drastis sedangkannilai saya kayak pas uji offline sekolah,0,netral
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli tani,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
oh banget ngandelin bimbel daring murahzenius pahamify bantu tryout materi gituuuu saran bimbel offline simpul les bagi wajib materi sekolah ajar minimal bimbel daring,0,netral
tes dipilihin tempat nder kampus sekolah tes offline,0,netral
sekolah offline enak jual sekolah nder siga saya bareto jaman sakola bari jual goreng sapoe beresih meunang nepi kakak ke lumayan jang jajan,1,positif
iya terima kasih riee hoalah enak daring rindu sekolah offline capek iya besok jepit libur,-1,negatif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1,positif
mandu artku belanja bahan sekolah offline bangun siang tidur malam bangun pagi,0,netral
moga terima sekolah pilih,0,netral
cant agree more saya jebol negeri seleksi masuk guru negeri matdas latih boroboro materi sekolah seleksi masuk guru negeri subscribe zenius bimbel offline to matdas konsisten,0,netral
halo kakak sekolah ada pensi offline tanggal juni gs tulus kak minat direct message kak,1,positif
hai moots maaf banget jarang updateee sekolah offline soalnyaaa jarang buka twitter,-1,negatif
offline oke handphone teman liat lihat wa teman banget sekolah offline ulang pakai handphone,-1,negatif
kondisi anakanak ajar tatap muka sekolah tenang puan solusi bangsa,1,positif
alhamdulillah sekolah anak laku ptm alias ajar tatap muka,1,positif
saya lupa banget sekolah offline and genuinely shocked lihat mana kayak kamu sekolah masuk offline kamu jam gin pulang kamu cafe isi anak sekolah saya wgwgwg,0,netral
believe it orang not bm bakpao hijau gara gara sekolah daring offline eh jual kayak jajan wajib kantin sekolah,0,netral
kangen banget apa mandi dress upmake uptipis tipisparfume botol sekolah hiks hiks pas kuliah offline oh no saya takut,-1,negatif
besok isi borang baca kayak sekolah ajar baca baca offline daring indonesia bisa isi borang kayak salah banget by the way soodam cantik banget number,0,netral
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
covid landai sekolah ajar tatap muka,1,positif
offline udahann kerja kerja guru kantin sekolah,-1,negatif
jujur hutang puasa ku anjing besok sekolah offline kagok gas besok uji iman lihat jajan sekolah,0,netral
fyp sliweran sekolah sekolah giat offline kayak classmeet senang iri,1,positif
saya sekolah offline ongkos keluh bingung banget bayar anjing tertawa ayo ayo wto wto album bloom,-1,negatif
bayang kelas bego eh kelas bego matematika gara guru tambah murid malas mencary jelas yt sekolah offline anjing,-1,negatif
sekolah daring pengumuaman uji offline seram,-1,negatif
minggu offline saya ngebiasain interact anakanak sekolah saya anak kelas saya obrol cowok ruang pat,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1,positif
sekolah full offline parkir disebelahju ketemu dia senyum,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli layan,1,positif
atur tempat toba sekolah lokasi asing nostalgia sekolah semester offline,0,netral
oknum kayak makan ajar bimbel banding sekolah platform ajar onlineoffline ramai banget salah satu kasihan gamampu les peer to peer nyampeinnya salah tangkap,0,netral
geming efek sekolah offline,0,netral
sekolah full offline,0,positif
wenny ariani sebut anak ikut ajar tatap muka ptm kasus simak video,-1,negatif
banget sekolah offline,-1,positif
puan syukur indonesia pasuk fase endemi coggvid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
sekolah offline seru,1,positif
