tweet,label_prediksi
Gua ketika kembali sekolah offline: https://t.co/UFGwgWZozT,positif
sekolah offline plis online gabut bgt https://t.co/o5bwlUoeb0,positif
"@woundervul Alin, kalo sekolahmu paskibnya bagus kayanya harus ada yg di relain deh. Soalnya temenku yg paskib tuh kalo dah lomba bener bener latihan bisa tiap hari. Apalagi dah offline, sekolah full day, proker event osis jalan semua. Capek banget pasti huhu",positif
29. Lebih suka sekolah/kuliah offline or online?,netral
"ppppp,KASI INFO DONG LOKER PART TIME UNTUK ANAK SEKOLAH,DAERAH TANGERANG,SEPATAN.
loker offline or online,semua bisa.. https://t.co/o0u2oUekC6",positif
dari kemarrn belom ngejar materi lagii sksksk sekolah offline mmbuat energi ku trrkuras habiest 😢😢😢,positif
@tanyakanrl gatau knp garagara sekolah offline fullday jadi ngantukan anjir,positif
@sqlmh1129 Yaaaa gt deh. Sekolah offline plis cepet full dibanyakin tgs2nya. Ini bnyk yg gabut murid2nya,positif
wehh kayaknya aku bakal jarang buka twitter soal e sekolah dh offline trus balik jam 3 🥲,negatif
"Sekolah mulai balik offline semua, jumlah kasus positif naik lagi. https://t.co/eSM0moLyz5",netral
ternyata sekolah offline sampe sore tuh capek juga ya? keknya ini efek kelamaan belajar di rumah deh 🥲,negatif
@minkimtaegi iyaa ka udah offline kemarin 3 hari sekolah berangkat jam 4 huhu,positif
"@convomf mending pulangnya lebih pagi ga si drpd daring, tapi walopun pemerintah nyuruh online lagi sekolah ku kayanya tetep ngotot offline si",netral
pppp kalian yang sekolah offline wajib pake masker kah?,netral
"@convomf jgn gt anjeng, gue offline aja materi di sekolah banyak yg gak masuk. Apalagi klo online..",negatif
"@cinnapmon BTUL HARUS TETAP SEMANGAT 😌💪 seruu ih mpls offline, aku dulu online gak seru bggttt mana suka nge-lag gitu zoom nya 😩 mangatss ya biruu di sekolah baru nyaa! semoga ketemu temen2 yang baikk dan seruu biar bisa selalu hepii di sekolah 😆🌈",positif
UDS SEKOLAH OFFLINE QONTOL😤😤😤,netral
"@schfess It’s gonna be rude maybe but nder, even you’re still on 10. Masih masa mpls lagi. Bersyukur anjir lo mpls mulai offline lagi, gak online. Lo putus sekolah mau jadi apa? Pengangguran? Want to have a small business? Atau bahkan mau punya cita-cita belajar di top10/luar negeri?",positif
lu kalo sekolah offline pada pulang jam brp si,netral
"@3CareIndonesia Sejak 2013 min, sudah 9 tahun pakai Tri menemani masa-masa sekolah, kuliah offline sampe kuliah online dan hingga sekarang masih setia sama Tri. Ayoo Tri banyakin promonya, paket kuotanya jangan mahal-mahal ❤ 
#YukPakaiTri https://t.co/nLLTwpQ2Mq",netral
"@3CareIndonesia Sejak 2013 min, sudah 9 tahun pakai Tri menemani masa-masa sekolah, kuliah offline sampe kuliah online dan hingga sekarang masih setia sama Tri. Ayoo Tri banyakin promonya, paket kuotanya jangan mahal-mahal, sinyalnya ditingkatkan lagi biar gak cuma di kota doang

#YukPakaiTri",netral
"Perbandingannya sih liat sekolah lain yang biaya per bulan di atasnya, outingnya udah offline semenjak tahun ini, sedangkan mereka masih online aja, ya atuh kesian anak2 cuma dikasih jalan2 online mulu bareng sekolah tapi sama ortunya tetep jalan2 offline 🥲😂",positif
"Haii gaes gimana nih persiapan buat sekolah nya, sudah nyiapin apa aja nih kira kira. Aku mau rekomendasiiin bimbel offline Ruangguru yang sudah tersedia di berbagai kota di indonesia loh. Yuk yang mau info fasilitas dan pendaftaran bisa banget hubungi aku ya https://t.co/yTTXcaVsZO",positif
gua terharu ngeliat alizh sekarang udh sekolah offline kyk biasa. langsung deh nostalgia 4 tahun yg lalu 🫤,positif
"Sekolah offline nyampe jam 4 setres ga si keknya, dah lama ga sekolah normal",positif
@mnochrlly kamu dom manaa? kalo mau offline bisa brain academy kalo deket rumah/sekolah,positif
sekolah offline enak tp nyiksa,positif
Yuppp bentaran lagi udah offline sekolah dan kuliah nya. Jgn lupa di checkout laptopnya🫣 https://t.co/aF5VR0CnzM https://t.co/7Tf7YkuapH,netral
Hidupnya kurang masalah apa gimana sih orang yang ngide benerin jalan pas sekolah udah mulai offline. Kenapa kagak kemarin kemarin😭,positif
@FOOD_FESS Dah mulai kerja dan sekolah offline. Ga sempet masak² apalagi bikin thread resep masakan wkwk,positif
@FOOD_FESS Udh pada sibuk sekolah/kuliah/kerja offline,negatif
"@mingyutbk ih sama kek anak sekolahku juga ada yang kek gitu, dia nikah kan gatau karena insiden atau ngga, pas lagi covid dia nikahannya eh pas awal tahun ini sekolah offline dia masih maauk dong",positif
"@whtecl Yang saya rasakan juga pada jaman SMA2019-2021sudah meredup karena covid.susahnya para siswa sekolah untuk menampilkan pertunjukan atau karya secara offline,Dan pastinya untuk anggota baru pasti gak paham apa pentingnya teater. Garis besarnya yaitu mindset yang minim seni teater",positif
DRI KMREN CRI TAS SEKOLAH DI TOKOH OFFLINE SMA DI SI OREN GX NEMU NEMU CPEKKKKKKKKKKKKK,netral
Banyak orangtua daftarkan anaknya ke sekolah secara offline https://t.co/eA8P1GNL1Z,positif
besok senin gw sekolah offline gmn ya rasanya WKWKW,positif
BESOK LUSA GW MASUK SEKOLAH😭😭 AKHIRNYA SETELAH 2 TAHUN GW OFFLINE 100%😭😭 AYO TUMPENGAN😭,positif
"Ok sungguh bermanfaat buat bunda-bunda yang anaknya mulai sekolah offline. Karena awal2 masuk sekolah pasti ada acara di lapangan, belum lagi nanti olahraga. https://t.co/KCSOYjbCKt",positif
pernah pas sekolah masih online offline https://t.co/F1O6qkyqau,netral
"Tadi absen jam 08.08, alias jadi orang pertama yg absen 😂😂

Anak mulai sekolah offline sungguh mengubah segalanya",positif
"3.5 bimbel offline
4.2 uang sekolah 1 semester
5jt, kmrin daftar ulang tp ga diambil
50k buat pahamify
600rb paket 6 bulan (gatau sih, soalnya kadang 2 minggu dah habis)
4jt buat daful ipb
Blm jajan + buku wangsit 1 biji trus ongkos tiket pesawat nanti😭😭😥 🤧🤧 https://t.co/kmzwYrudwN",positif
"Sekarang sekolah udah mulai offline, buat anak anak yang selama sekolah onlinenya full dibantu ortu atau keluarganya pasti kaget. Sebenernya selama dibantu sekedar penjelasan gapapa, tpi klo di bantu nya dalam artian dikerjain semua sama ortunya ya anak jadi kebiasaan",positif
@oztired aku kira semua sekolah sudah offline. okee de semangat ya jan kek aku. abis absen bobo lagi 😭✊,positif
Kadang emak gue sama ngeselinnya. Ajg lo bayangin aja jam segini gua suruh cek sepatu sekolah buat adek gua di olshop. Kek gada jam siang aja anjir. Lo teken tu anak cowo lu dia yg mau sekolah knp gua yg repot urus sepatunya. Toko offline banyak. Dah tau anaknya apa apa ga muat,negatif
day one banget nihhh anak sekolah offline,positif
gimana ceritanya mau sekolah offline tapi kuota gue malah abis,positif
"Fasilitasi Calon Siswa Cari Sekolah, Pemkot Buka PPDB Offline SMP Swasta https://t.co/sgicggjCeC",positif
"@schfess sma, soalnyaa gakerasaa bgttt. pen balik sma, tapi sekolah offline full 3 tahun:"")",positif
"Gue kelas 12 awal collect...wkwkwk tapi sekarang sekolah nya udah pada offline sih ya, yay aja der soalnya nyari wl kadang bikin jadi beban. 😢 https://t.co/mq5eh4XPmF",positif
"Senin, 11 Juli 2022, pk. 06:45 WIB Sr. Ursula, PIJ selaku kepala sekolah bersama dengan para guru, karyawan dan peserta didik melaksanakan apel pagi pembukaan kegiatan MPLS (Masa Pengenalan Lingkungan Sekolah) tahun pelajaran 2022-2023 secara offline di lapangan SDK Sang Timur. https://t.co/IrABppJTZv",negatif
"sama jal.
tadi pagi pas ngeliatin adkel dan jalanan yg ruame lagi krn sekolah offline

tiba² rasa² sekolaah lagi jd muncul, wlo klo dijalani pasti males bgt https://t.co/0dVStM7hJy",negatif
"@tanyakanrl menurut ku gausah nder soalnya sekarang udah sekolahh offline kan, pasti ada aja rapat yang harus ke sekolah",positif
@idolniki i’m super busy lately t______t udah mulai sekolah offline and mau ngejar nilai HUEEE T__________T sama sibuk rl jadi udah jarang on tapi masi sering mantau schedule nya anak enhaa :((,positif
"gais percaya gasi klo kesan gw sekolah di aloy offline kurang dr 1 tahun tuh gini

""oh anak sultan mulutnya setajem ini""
""gilasi otaknya bkn maen², les sana sini""
""SEKOLAH MACAM APA INI ANJIR? TEKANAN BATIN EVERYDAY?!""
dan masih byk lg",positif
Ap krna ga sekolah offline 2 tahun jdi gni yh,netral
soalnya ak dh mulai sekolah offline 😅🤭😃👍🏻,netral
"@schfess Jarang jajan, nggak suka main main keluar, kuota sebulan pas online 150 ribuan (kalo udah offline bakal berkurang pasti), berangkat sekolah biasa dianter, pulang naik bis (gratis), ya cukup cukup aja lah",netral
"soalnya aku juga kayak sender wkwk pas hari pertama masuk sekolah offline, pas dapet tugas susah, pas hari pertama magang seharian full, dll sering banget nangis yg mungkin menurut orang sepele masalahnya. yaa nangis aja-terus nanti ngaca soalnya kalo aku cakep kalo lagi nangis-",positif
@hehetMom973 Loh bukannya udah sekolah offline kak?😭,positif
jujurly gasiap mingdep sekolah full offline😇,positif
"yang udah masuk sekolah offline (negeri, kelas 9), pulangnya jam berapa? aku mau bikin planner #studytwt #ambisverse",positif
@ningyzsl Sekolah offline capek banget asli,negatif
@yeahorel sore banget yaaa akhirnya sekolah offline lagi,negatif
"Gw malah kebalikannya nder, sering begadang alhasil bangun siang trs, mana sekolah udh offline dan brngkt pagi🥲 https://t.co/wVEDtErzaA",positif
yeah kayaknya setelah aku sekolah offline akun ini bakalan sepi 😔😥,netral
zuzur setelah merasakan sekolah offline yang seharian gue merasa kehilangan jam belajar di rumah :),positif
"@schfess cukup. aku dulu sekolah offline 10k sehari cukup kok, bisa beli bensin, kuota, jajan. tpi pas sekolah aku bawa bekal disekolah juga ada wifi jdi bisa hemat",positif
besok psikotes offline pake seragam sekolah asal... sekolahku gaada seragam samsek 😭,positif
"ya Allah serunya sma ku besok ada expo, gak kebagian sekolah offline hanya bisa mojok",positif
"@skycvel Alhamdulillah baik, cape dikit udah sekolah offline lagi:)",negatif
Enak sekolah offline kalo Masi pulang pagi wok wok,positif
"Wkwk denger adekku sama temen²nya lagi cerita² tentang tadi MPLS di sekolah seru bangettt😭 akuu jadi pengen MPLS offline jg,, dulu MPLS nya online😭",positif
season tahun ajaran baru tahun ini lebih berasa sibuknya karna anak sekolah udah mulai sekolah offline lagi,positif
beyb liat deeh aku bilang agak nantian gpp kan kaa aku kira blm jadi di tf sm diaa eh ternyata dia udh tf dari tadi ini baru sempet jawab langsung ku proses kakaanya sabar nunggu karna td aku sekolah offline trs nyemangatin jg 😭🥺 https://t.co/MEeMVFGjQ0,positif
@ganjarpranowo Ternyata sekolah offline yang bikin rindu itu vibesnya,positif
sekolah offline membuatku jdi insecure,negatif
@schfess buat kalo sekolah offline gacukup nderr kuota aja dah makan hampir 100k sendiri blm bensin dll,netral
💚 Ciee yang udah masuk sekolah sama mulai masuk kuliah offline semangat yakkk,positif
"@nadilawantari_ aku tim bangun pagi waktu di masi sekolah aja sihh. trs sejak kuliah, jadwalnya paling pagi tuh 8.40, jd sejak kuliah offline aku sering bangun jam 8 😵‍💫",positif
"2 hari ini anak-anak udah masuk sekolah offline, masih rada myumetz ngatur jadwal antar jemput + jam kerja 🧐",positif
"Sepi bangettt, anak sekolah udh mulai masuk offline ya?",positif
💙 aku mau beli perlengkapan sekolah enak nya beli online atau offline ya?,netral
"@aconkISSME Sekolah online sambat, sekolah offline sek sambat. Oalah ningen.",netral
"Temen-temen yang udah sekolah offline, kalian sekolahnya setengah hari (kayak waktu pandēmi) atau udah full day kayak dulu? -rl",positif
eh sekarang sekolah udah full offline ya?,positif
Iri sama anak SMA yang mulai sekolah offline...,positif
sbt! bentar lagi sekolah offline pc sender takut ga keurus.. apa berenti sekolah aja ya biar pc nya keurus🥸,negatif
@pemko_medan Baru mau masuk sekolah offline pak.. eh Uda pembatasan lagi .. harusnya vaksin booster di tingkatkan pak .. biar cepat adaptasi,positif
"Rangkuman PAIBP Kelas 8 Bab 1 Inspirasi Al-Qur’an: Melestarikan Alam, Menjaga Kehidupan
#sekolah #AnakSekolah #OFFLINE #kelas8 #anaksmp bukan #AustrianGP 
https://t.co/I7eMei9qgh",positif
sekarang sekolah offline pulang jamber deh?,negatif
"Tiris pisan anjing mandi pagi. Heran gua, sekolah offline dulu jam 5 udah mandi teh meuni kebal pisan, behat juga aing.",negatif
Sekolah udh mulai offline angkot juga udh mulai gue ikutan seneng liat angkot akhirnya bisa bawa penumpang penuh gak kaya 2thn yg lalu liat angkot paling banyak bawa penumpang 5org,positif
"@convomf Nayyy apalagi udh mau masuk sekolah trs offline lagiii, takutnya candu hp",negatif
"karna lu emg gamau belajar dan usaha samsek lu bilang lu bener kek gitu?
apa yang gue ambil dari lu,lu kelamaan zoom,lu ga biasa sekolah offline,ga biasa tatap muka,dan ketika tatap muka BOOOMM lu kaget,lu gasuka diatur,lu ngerasa kecapean dgn itu
kalo apa yang lu kritis cont",positif
"@convomfs kalo offline tuh lebih ngerti materinya, bisa kenalan dan ketemu sama temen"" tapi semenjak sekolah daring 2 taun an aku teh jadi terbiasa tidur siang malah asa udah jadi keharusan kalo engga teh sok pusing, gaada waktu juga nyempetin weh 15 menit mah t_t",positif
sp yg mrasa aneh liat anak-anak sekolah offline? saya,positif
"@yourrJen @vancouever Eh tau gasih, sekolah ku libur lagi masa, padahal harusnya udah mulai masuk minggu ini, ehh karena byk yg daftar offline, kelas 11 dan 12 masih diliburkan, bahagia bangett",netral
"@Rhaamz sabar vroo..
baru ngerasain sekolah offline di sma.. 🤭",netral
manifesting sekolah full offline biar dapet loker 🙏,positif
"@1836Rafi aku ikut bimbel offline tp belum mulai krn buat kls 12. tapi dr kelas 11 awal aku ikut les private online gitu lewat zoom dan supeer work di aku. 

jarang bgt belajar dr yt, paling cm buat olim aja waktu itu. kalo mapel sekolah aku lebih prefer buka ebook dari direktorat sma 😸😸",positif
"Udah tahap akhir bgt sebetulnya tinggal dikit lagi
Tapi mama sakit
Nino sakit
Sammy udah mulai sekolah full offline
Yuk bisa yuk ndiii🤍🤍💪💪💪",positif
@collegemenfess apa nya yang gimana nder? yaudah sama aja kaya sekolah offline,positif
Sekolah offline bikin stress anj,negatif
"‼️ PENGUMUMAN GA PENTING ‼️

Berhubung aku lagi sibukkkkk bgtzzz bbrpa hari ini, karena sekolah aku udah full offline. terus besok juga ada kegiatan mpls dimana aku jadi ketua panitia yang buat aku sibukkkk++ belakangan ini. JADIII aku close untuk dua hari ke depan yaaaa 🤩 —",positif
"@virtuaIfess hawooo dedee!!! udh mulai sekolah offline ya? gimana sekolahnya? sini cerita sm kaka avail tgl 12-14 kok gamasalah klo km bakal curhat abt school palah Kaka seneng bngt, soalnya mau sambil nostalgia hehehe pasti seru. nanti km bisa live report apapun kegiatan km di skull kok, 
—",positif
"ini kalo semester depan gue magang, adek gue sekolah offline, bokap kerja, langganan wifi rugi ngga sih ... mayan 230k/bulan. kepakenya sore - malem doang dan cuma adek gue juga yg make😭",positif
"Ga kebayang gimana rasanya anak yang pulang sekolah masih bimbel offline, sekolah sampai sore aja udah loyo.",negatif
"Hai gamersss, gimana nih hari pertama kalian masuk sekolah lagi?😆

Sekolah kamu sudah mulai offline atau masih online?

Mimin harap apapun kegiatan kalian, tetep jaga kesehatan ya💜

#Skinuphoria 
#MeraihImpian",positif
"@herstudyacc hai kak za! makasih buat GA ini, semoga rezeki kakak lancar dn dimudahkan segala urusannya 🤍 alasan aku ikut adalah untuk mendukung pembelajarku dlm mempersiapkan kuliah tahun depan. aku blm kesampaian buat bimbel offline dan aku merasa sekolah blm cukup utkku. thank u! 🥰",positif
"Ini lagi pertanyaannya, tadi dibahas disekolah. Jujur karena lama sekolah online, jadi takut sekolah offline (enggak punya banyak interaksi sosial karena dirumah terus) jadi ended up mikir nggak bakalan punya temen kalau offline. https://t.co/jtoKRdvXcH",negatif
Cara naikin nilai pas sekolah offline gimana ya,positif
@clinvbarton alasan kenapa aku pengen buku itu karena aku sekolah di SMA swasta yg gak favorit (sampe sekarang aku masih ngerasa takut karena kemungkinan aku gak bakal lolos snmptn karna jejak alumninya jg masih terbilang pas-pasan. aku juga gak bakal les offline karena biayanya terlalu mahal,positif
@novembershow jadi takut sekolah offline 😔,negatif
"@tanyakanrl Biasanya kalo yang punya temen sih pengen lama-lama, libur pun tetep bilang masuk biar dapet uang jajan. 

Tapi kalo ga punya temen samsek, rasanya kayak cepet capek, pengen cepet-cepet pulang.

Begitu sih, apalagi udah kebiasa sekolah online, jadi pas offline mager(?)",negatif
haiii yg udh sekolah offline gmna sekolah nya,netral
"@NdrewsTjan waktu les cuma 2 jam, materi sekolah jalan terus.. pandemi, skolah offline ga jalan 2 taun ... ortuny? sibuk sendiri...
ank yg jd korban 😢😢",positif
"@LightFu17 Gak dibolehin keluar ponpes kecuali jam sekolah, jadinya aku juga gak bisa ikut bimbel offline... Buku² di perpustakaan sekolah aku juga nggak lengkap.
Jadinya buku emang jadi satu-satunya pegangan aku... Kalau aku menang giveaway ini, bukunya pasti bermanfaat banget 💐",positif
@iiluvwon_woo wkwkwk mangat sekolah lgiii (dan gweh akn mnjalankan ospek offline yg mengewrikann👹),positif
@A_ChristyJKT48 @S_AshelJKT48 Btw ini kak toy sekolah offline?,netral
Dah mulai sekolah offline ya?,netral
"@rydeell Alasan kedua karna aku tinggal di pesantren kak. Gak bisa ikut bimbel online /pun offline, karna di ponpes ku gak boleh bawa hp / laptop jadinya gak bisa ikut bimbel online. Juga gak boleh keluar area ponpes kecuali jam sekolah, jadinya juga gak bisa ikut bimbel offline. Cont—",netral
yallah kok gue takut mau sekolah offline ya,negatif
"Sekolah sudah mulai offline, jangan lupa servis motormu terlebih dahulu agar berkendara selalu dalam keadaan Aman dan Nyaman😁😁

#AHASS
#ServisPastiDariYangAhli
#KembaliSekolahBersamaAHASS
#ServisDiAHASSUntuk100%KualitasHonda https://t.co/Z7wkJ6MNCd",positif
"@kapkivoc kirain gue aja yg mikir begitu. setidaknya 10k harus disisihkan setiap hari dan ini cukup wow apalagi u/ sekolah offline lol aku rasa mereka dari keluarga mampu. ibarat kata lu offline aja dpt uang jajan segitu byk, apalagi online? tapi tetap salut jg mau nabung apalagi u/ kurban",positif
"@Rafilsafat Yg kamu lakuin sama ama temen saya, bedanya dia langsung disekolahan gak di sosmed. Banyak demo yg dia galang disekolah krn kebijakan aneh sekolah. Bulak balik dipanggil BK, gak gentar.

Buat kamu, semangat, mungkin perjuangan kamu bisa dirubah dg cara offline dl.",positif
"Dua hari lagi anak gw masuk sekolah. Ini kali pertama dia merasakan sekolah offline. Sebelumnya, setahun ini dia ikut KB di SMM, full online.

Gw lagi mikirin semua hal. Apakah dia bisa bangun pagi, mandi lalu sarapan? Apakah datang jam 8? Apakah dia bisa fokus ikutin gurunya? 😅",positif
"Ini juga yang ngantor offline atau sekolah nya udh mulai offline, tolong bantu isiin kuesioner nya yaa:
https://t.co/y2zMhiGDEE https://t.co/F22JbfVWR3",positif
"@schfess JAN SAMPE SEKOLAH W MPLS OFFLINE, PLIS TRAUMA SURUH CARI TTD SMP",positif
"Eh hr ni sekolah offline ya? Baru nyadar, jalanan pada macet td",positif
kalau sekolah offline 100% padahal gua mau pasang fake nails gmn yy,positif
APAANSIH MINGGU DEPAN UDH DUNIA SEKOLAH OFFLINE,positif
@asdfghjkochenk sekolah offline semakin membuat kemacetan ternyata yaa,positif
Seru banget ngelihat anak-anak yg Hari Pertama Sekolah udah bisa kembali offline.,positif
💙 permainan offline/mainan apa yg dulu beken semasa kalian sekolah?,negatif
"Hari ini hari pertama adek masuk sekolah offline setelah sekian lama online
Tadi pagi gugupnya sampe huek huek mau muntah katanya
Ahhahahaha
😂😂😂",positif
Anak sekolah uda pada offline ya,positif
"@A_ChristyJKT48 selamat pagi dd yg udah kelas 12, mangat sekolah offline nya~",positif
"@A_ChristyJKT48 Paaggii.. sekolah offline nih? Kamu gimana, udah sehat badannya? waduh Lt4.. lumayan jugaa naek tangganya.. capekk.. ☹️",positif
morning moots! yang mulai sekolah offline semangat yaaaa🫶🏻🫶🏻,positif
"hari ini agak syok kok jalanan rame bgt dan kebanyakan diisi orang berpakaian seragam sekolah, dan baru ngeh ternyata hari ini pembelajaran offline udh dimulai. gilsssss semangat din sehari2 akan dipenuhi pandangan seperti ituuu, krn selama setaun ga pernah jumpa yg gituan soale",positif
Hari pertama sekolah offline yg tidak membawa hp😩,positif
"@icheisse Alhamdulillah, terima kasih kak. Saya (akt 23) mau buku Wangsit Fisika dan Biologi karena saya belum punya sama sekali buku latsol UTBK tahun terkini, dan belum ada kepastian saya ikut bimbel offline. Saya belum terlalu mendalami saat sekolah daring mapel tsb. Bismillah.",positif
"“udah di sekolah di blabla tuh harusnya begini” lu gila mau hasil instan? lo kira dengan naro gue di “neraka” itu selama 3 tahun; 10 bulan offline, sisanya online. bakal bikin gue berubah gitu? ya ngga anj, bahkan sblm gue masuk itu skola, gue dah benci setengah mati sama luuu",positif
"@A_ChristyJKT48 apalagi uda mulai sekolah offline kan, bangun nya kudu pagi biar ga telat #AdikImpian",positif
"@schfess Aku lebih ke gak pernah ngerasain bimbel offline sih, makanya kelas 12 ini bela-belain ikut bimbel supaya bisa ngerasain suasana belajar selain di sekolah, kan kl di kuliah gak mungkin ada bimbel skshsj",netral
"Yh oke lah hari pertama kelas 7 aku ga masuk, dan terulang lagi hari pertama kelas 12 ga masuk:) padahal aku blm tau rasanya hari pertama sekolah offline di SMA",positif
"[cm] yang blom pernah make up samsek waktu sekolah dulu, nanti pas offline make up-an ga? Sender ga pd huhu",positif
"pendidikan tuh manis di kenang, pahit di ulang. puas puasin dah tu sekolah mumpung udh offline juga. ya belajar ya main, banyakin momen bareng temen, rekam setiap hal, dan foto apapun yg menurut kalian pantas di abadikan. karena masa itu ga bakal ke ulang lagi, jgn sampe nyesel.",negatif
"besok hari pertama Ayaya sekolah, niat hati ingin nganterin anak dan nungguin sampe dia sls sekolahnya, apa daya jam 9 ada meeting offline sama Direktur. Maafin Una yaaa Ayaya, Ayah, Una padamuuuu~~",positif
"jujur blm siap sekolah full offline lagi balik jam set4, trs langsung les.. 😔🙏🏻",positif
"@jtaeyongn bsk sekolah 100% offline, takut sosialisasinya",negatif
"masuk sekolah masih 2 minggu lagi, eh besok udah mulai les offline 😔",positif
"WOAKOWJAOWK passss jaman offline bgt ini sampe jam 10 malem masi pake baju osis, pulang les makan selalu ditanya ""pulang sekolah jam brp dek?"" huffff eskyusmi ap tdk liat muka ku spt jombiiiiii https://t.co/fkQtz5VCOc",positif
Persiapan masuk sekolah offline nih gaes https://t.co/1kLE7MdzIj,positif
"kalo sekolah udah ga panik offline soalnya udah biasa dan kenal semua, ini les pertama kali offline temen sebatas liat di zoom aja on cam kadang doang, mana pada misah misah kelasnya yang tadinya sekelas",positif
takut bsk pertama kali nya masuk ke sekolah offline…,positif
"Guys, aku besok sekolah full day 😕😕 
Jujur aku belom siap kelas 7 &amp; 8 online (kelas 8 50% online, 50 % offline)🧍🏻‍♀️🧍🏻‍♀️",positif
snakjaskzizhdy blm siap sekolah offline,netral
tanggal berapapun kl dasarnya emang udah nyaman sekolah online bakal selalu kerasa gak enak balik sekolah offline https://t.co/C7MH6A4aFZ,netral
@omiiroz Eh? Sekolah udah offline?,netral
@slchcn cpt sekolah.. gw pernah ospek dan kuliah offline,positif
"@schfess kalo sepatu ga pernah beli online, selalu offline store soalnya size gw gede wkwk, andelan gw ke Payless atau ke sports station start 200-300k, sepatu sekolah dulu SMP pake Tomkins awet 3 tahun nder, kalo SMA tiap naik kelas ganti soalnya pake pantofel dan lokal brand udah cakep",positif
"besok sekolah gua mulai mpls, gua iri sebagai siswa yang tidak merasakan mpls offline. karena kata kakel, mpls offline adalah salah satu hal terepic yang harus dirasakan. setau gua ada 3 yang harus dirasakan, mpls, porsip, stulap.",positif
"@schfess Langsung di offline store, saya beli merk diadora yang hitam sama airwalk. Soalnya kalau online ngeri ngeri kecuali yang dari official store nya, terus juga enak beli offline soalnya kemaren disuruh lagi nambah beli sepatu putih sama pihak sekolah.",positif
"Takut sekolah offline full day ✖️
Takut bocor di sekolah ✔️

🙂🙂🙂",negatif
"Wih besok sekolah offline sampe sore😀
Kek wadoww biasanya pulang sekolah jam 12 bisa makan nasi terus santai² terus tidur siang bentar, sekarang udah kembali ke siklus kehidupan yg sesungguhnya gabisa tidur siang lagi wkwk
Tp gpp, capek tp kan worth it (bisa paham materi)🤩",positif
tetap happy kiyowo wlau besok dh masuk sekolah offline,positif
"Mau nanya deh
Kalian yg sekolah &amp; kuliah offline atau online?",netral
"“Kamu gausah tidur siang, besok udah sekolah offline. Biar ga begadang, kamu besok bangun subuh, sekalian sholat di masjid”😩😩😩",positif
"@icheisse Jadinya gak bisa ikut bimbel online. Di ponpesku juga gak boleh keluar ponpes kecuali jam sekolah, jadinya aku gabisa ikut bimbel offline juga... Buku2 di perpustakaan sekolah ku juga gak lengkap kak...",netral
"INI HP AK SM TMN TMN KU KNAPA PADA RUSAK SMUA PLS, pdhl ntr lagi sekolah offline😩😩",positif
"@halcyo0n Jadinya aku gabisa ikut bimbel online (inipun main hp pas liburan doang kak)
Kalau di pesantren gak dibolehin keluar ponpes kecuali pas sekolah, jadinya gak bisa ikut bimbel offline. Dan juga buku di perpustakaan sekolah aku itu gak lengkap.",positif
takut bgt tinggal seminggu lg masuk sekolah trs udh full offline 😭,negatif
"gue? sekolah iya,kelas 12
kerja offline iya ada usaha ada hasil
kerja online iya
-nge admin shopee orang
-nge admin go orang
-nge admin usaha offline yg pemesanan lewat online
-skrng lgi mau rintis usaha online lagi",positif
Moots aku izin ngak jbjb banyak” lg yaa soalnya udh mulai sekolah offline 🥹🥹 https://t.co/NmSqDrKfwu,negatif
https://t.co/onMThY8Cel mengusung konsep blended learning (pembelajaran offline dan online) dengan beragam program di berbagai jenjang pendidikan https://t.co/POwOMNNw7i,netral
"@sbmptnfess Eiger tas dari SMA, masih bagus soalnya sekolah offline bentar doang",negatif
@schfess kalo sepatu sekolah selalu offline kyak carrefour atau tko sepatu. kalau sepatu buat jalan2 biasanya online,positif
"Kalo di sekolah-sekolah lain tuh kelas 12 udah diringanin sama yang namanya tugas-tugas, beda lagi ceritanya kalo di sekolah gue. Tugas akhir makin banyak, yang bikin gue dan temen-temen stress banget. Pembelajaran juga kadang offline, kadang online. Pusing banget dah.",negatif
"@pejuangfebui Jadinya juga gak bisa ikut bimbel offline. Buku jadi satu² nya pegangan aku sekarang kak, perpustakaan di sekolah juga bukunya gak lengkap... Kalau aku menang giveaway ini, bukunya bakal berguna banget buat akuu...",positif
"@pejuangfebui Keluarga aku keterbatasan biaya untuk beli buku nya. Aku juga tinggal di pesantren jadinya gak bisa ikut bimbel on/offline. Kakak tau, di ponpes aku gaboleh bawa hp ataupun laptop, jadinya gak bisa ikut bimbel online. Terus gak dibolehin keluar ponpes kecuali kalau pas sekolah—",positif
sekolah offline tbl tbl,netral
Kalian besok sekolah offline pada pulang jam berapa??,positif
era butter dynamite be w tu rajin²nya streaming pas ptd gue ke distract sekolah offline sampe bulan² kemaren😔 SORRY AKAN AK TEBUS,negatif
@icechocolette sebetulnya rg tuh agak ngebosenin pengen ikutan rg offline nya cuma biaya nya setara buat aku sekolah 3 tahun😭,positif
"Wkwkwkw generasi jadul baru digamparin pas ospek aja berasa mentalnya kek keluaran krakatau steel. 
Gw gen milenial tapi gw salut liat generasi bawah gw. Ngebayangin sekolah/kuliah pas jaman pandemi, mesti offline aja stress banget, ga kebayang yg mesti jalanin.",negatif
@happier_o tertawa dulu sblm menangisi sekolah offline,positif
