"username","tweetcreatedts","tweet","label_sentimen"
"rjchanyxw","2021-10-25 01:19:44","@nanajaemin2713 sekolah online offline nih?? btw udh sarapan lom?","0"
"rjchanyxw","2021-10-25 01:19:21","@peachiesjeha sekolah online offline nih?? btw udh sarapan lom?","0"
"A_ciaaaa","2021-10-25 01:17:04","Sekolah udh offline tpi masih ada tugas video. It's another level of pain🥲","-1"
"itsxsne","2021-10-25 01:15:35","sekolah kalian offline atau online?","0"
"blvrriekarina","2021-10-25 01:14:52","kalian sekolah offline atau online?","0"
"won_hanaa","2021-10-25 01:11:34","bener bgt anjir. udah nolep, gpunya temen disekolah lagi🥲. klo sekolah offline pusing bgt jujur https://t.co/sxUhqJCDzr","-1"
"husniibahaaa","2021-10-25 01:03:26","@HWidjanarka semangat guru memang terletak pada kehadiran muridnya ke sekolah seh,apalagi semenjak pandemi yang memaksa sekolah harus online, terus sekarang perlahan mulai kembali offline lagi rasane semangat mengajar langsung berlipat ganda. menurut ku seh seperti itu 😅","1"
"nanaxnia","2021-10-25 01:00:04","sekolah offline/online?","0"
"turquoissee__","2021-10-25 00:57:43","sekolah offline tidak seseru yang di bayangkann.... https://t.co/Mr1R79MP7J","-1"
"JAEH9797","2021-10-25 00:57:42","@tennaddict semoga bisa sekolah offline lagi yapp","1"
"04EZHIKARU","2021-10-25 00:57:20","@abcdefriendlyz hlow, udh sekolah offline? semangatt 💪🏻","1"
"sunlychees","2021-10-25 00:55:00","@E1O19 Offline apa online dah sekolah e? Tar gua udah bantu bikin alesan taunya offline","0"
"JAEH9797","2021-10-25 00:53:25","p t the m, siapa yang sekolah offline? https://t.co/bhjxl90Wso","0"
"jooniestudy","2021-10-25 00:51:26","Sekolah offline hari ini AAAAAA
Ak berapa kli bikin sekelas ketawa *pamer","1"
"Arove_Rhine","2021-10-25 00:51:22","Agree, jujur sekolah offline sekarang ga enak idk why https://t.co/CvyUTWqe9n","-1"
"jaeminebby","2021-10-25 00:51:02","@TXTdariHunter sekolah online / offline?","0"
"SKZON3","2021-10-25 00:47:49","@H0URLYHAN MSLHNYA DI SEKOLAH SY TUH UDH OFFLINE.. CM SY SAKIT, JDINYA DARING","-1"
"peacyoon","2021-10-25 00:45:07","eh kalian yang sekolah offline itu berapa jam?","0"
"renjunieez","2021-10-25 00:43:46","@zhevaanee km sekolah ga? offline atau online nie?","0"
"SusiloPurnama1","2021-10-25 00:43:29","Sekolah offline,,, apakah sekarang saya tertarik?? Ohh tentu saja TIDAK.","-1"
"KAY6HSPCS","2021-10-25 00:41:33","@sunflarfo semangatt ptm nya!! sekolah offline tp sesi 2 siang","1"
"lavienboo","2021-10-25 00:40:54","mootssss kalian hari ini sekolah online atau offline? 🧐🧐🧐","0"
"gojorenzai","2021-10-25 00:39:07","@boongimork pasti sekolah offline","0"
"faizalwahidd","2021-10-25 00:35:10","sekolah offline panas👎","-1"
"yooyouha","2021-10-25 00:35:08","@feylise ooh sama dong besok aku jg sekolah offline! semangat sekolahnya yaa","1"
"privthmn","2021-10-25 00:32:32","@bertanyarl lagi sekolah offline, tapi gurunya dari tadi gaada dan semoga jamkos wkwk https://t.co/AIMQh7Utcq","1"
"shewoops","2021-10-25 00:30:07","@omnnivora Bangun, sekolah, offline😌😌😌🙂","-1"
"swebtie","2021-10-25 00:28:11","tgl 3 des bangtan konser offline gue sekolah offline tai","-1"
"encitijeen","2021-10-25 00:27:51","kalian masih sekolah online / offline?","0"
"gladiolustae","2021-10-25 00:26:53","morning,dari aku yang sekolah offline 💛","1"
"pacarkuhaechan","2021-10-25 00:26:52","@markliioon Udah🥰 dyaz udah sarapan belom? Hari ini aku sekolah offline 🤘 have a nice day too dyaz💗","1"
"VanBluesve","2021-10-25 00:24:54","kalian udh ada yg sekolah offline kah?","0"
"nanapeaceluv","2021-10-25 00:23:49","@mathmallow Kalo ada class meet offline ntar yg bukan PO banyak yg jd korban buat ikut lomba, soalnya PO ga boleh ikut lomba di class meet. Kalo di sekolah ku si gitu, sekolahmu iya ga beb?","0"
"lcstymark","2021-10-25 00:22:03","Pertama kli sekolah offline https://t.co/9VPDn5nlKY","1"
"rjchanyxw","2021-10-25 00:20:48","@pearlforjeno_ sekolah online offline nih?? btw udh sarapan lom?","0"
"rjchanyxw","2021-10-25 00:20:44","@sze_lxyc229 sekolah online offline nih?? btw udh sarapan lom?","0"
"rjchanyxw","2021-10-25 00:20:39","@BucinnyaRenjun5 sekolah online offline nih?? btw udh sarapan lom?","0"
"rjchanyxw","2021-10-25 00:20:28","@tenyuwmay sekolah online offline nih?? btw udh sarapan lom?","0"
"zannnnn_llop","2021-10-25 00:20:19","pagiii..
buat yg sekolah offline SEMANGAT YAA!!💗💗✨","1"
"rjchanyxw","2021-10-25 00:20:00","@sunshinellaaa sekolah online offline nih?? btw udh sarapan lom?","0"
"rjchanyxw","2021-10-25 00:19:50","@huangplanet sekolah online offline nih?? btw udh sarapan lom?","0"
"BucinBriann_H6","2021-10-25 00:19:08","@bonngbudi @_m0ndhs_ Hari ini aku kesekolahh, Kim sudah sekolah offline atau masih online Uncle?","0"
"ncityyjen","2021-10-25 00:18:34","@doycoungt HALOO RINN AKSKSUSJSNS YAALLAH, gimana kabarnyaaa??? dhh sarapan lummm?? hari ini sekolah? daring? offline? kuliah? kerja? apapun itu semangatt rinnn!!!","0"
"jjonghoberry","2021-10-25 00:18:26","@y00_rina11 hyonk kao sekolah offline tdk","0"
"hwaniflrt","2021-10-25 00:17:20","Paling males sekolah offline kyk gini, mana cuman 6 org","-1"
"Nyiw10","2021-10-25 00:15:05","@subschfess Aku malah semangat bgt sekolah offline 🥺","1"
"jeacminie","2021-10-25 00:14:36","kalian hari ini sekolah offline/online?","0"
"fairysnowchae","2021-10-25 00:14:02","asw besok sekolah offline","-1"
"subschfess","2021-10-25 00:13:16","Sch! Males banget hari senin sekolah offline:(((( https://t.co/DqLGm9ozxs","-1"
"Bahiyyihbae","2021-10-25 00:12:06","@sakmashiro Semangat sekolah offline nya dek","1"
"naechueog","2021-10-25 00:11:15","@taesmileliketht bagian pjj aku. semangat sekolah offline nyaa !","1"
"caarinja","2021-10-25 00:10:31","aku agy sekolah offline","1"
"angelfangss","2021-10-25 00:10:09","@RustyRov ya klo emang lu mau males malesan mending bdr sih dim, tapi mau kerasa gak jenuh trs seru mending sekolah offline 😄🧐","1"
"ruanxyoungeun","2021-10-25 00:09:24","aaaaa aku sekolah offline","1"
"mhmdgeng_","2021-10-25 00:08:24","aku yo ndak kuat nek sekolah offline:( https://t.co/kW9L7EwC5c","-1"
"convomfs","2021-10-25 00:04:47","kalian yang sekolah offline, pulangnya jam berapa? 💭","0"
"creatyvlio","2021-10-25 00:04:23","sekolah offline/online?","0"
"reyysonance","2021-10-25 00:03:08","selamat pagi semuaaa
sekolah offline huft","-1"
"wndrfljay","2021-10-25 00:03:02","@mcflurrychokoo offline tapi sekolah siang","1"
"qiannkun96","2021-10-25 00:01:04","@schfess Punyaa, waktu masih jaman sekolah offline, ak make lagu ini buat alarm😓🖐️","1"
"_eaJae__","2021-10-25 00:00:11","@gabuniki Sekolah udah pada offline yak😭😭😭😭 kalo gurunya ganteng inget kata tukang ayam bakar","1"
"bubblegumbitcj_","2021-10-24 23:55:06","@miniecaa pagiii, semangatt sekolah offline nyaa. jangan deg deg an yaaa","1"
"yourraae","2021-10-24 23:54:31","@kimatchaju iya kan gw sekolah offline","1"
"miniecaa","2021-10-24 23:53:37","pagiiii, hari ini aku sekolah offline hari pertama. deg²an banget plisss 😭","-1"
"grraceelliEe","2021-10-24 23:49:58","Aw sy sekolah offline 😍","1"
"dxqacha","2021-10-24 23:45:40","Pagi moots! Yg sekolah offline semangat, yg daring jangan tidur","1"
"ViolaNuraini","2021-10-24 23:43:11","@Fenly_un1ty Morining kak fen❤ , ini lagi siap2 mau sekolah offline","1"
"rikimiato","2021-10-24 23:42:52","pagiii, buat yang sekolah offline semangat ya♡","1"
"rdnysmn24","2021-10-24 23:42:24","@queennKrii sekolah offline kak pulang jam 12, di lanjut les jam 3 wahwah😗","-1"
"nuna_seok","2021-10-24 23:41:58","@snikthbinn Semangat sekolah offline🙆🏻‍♀️","1"
"Owelwel_","2021-10-24 23:39:07","First time sekolah offline jujur ga asik gada kakel","1"
"haexxlye","2021-10-24 23:38:18","sekolah online pengennya offline pas udah dikasih offline malah males malesan dasar aku","-1"
"Bilssomnim61","2021-10-24 23:37:08","@convomf Iya, gw tiap minggu les sma sekolah offline jadi harus isi","0"
"taehyuhngi","2021-10-24 23:36:44","@convomf beli soalnya buat sekolah offline","1"
"rosecatyxx","2021-10-24 23:35:26","Aku sekolah offline hari inii","0"
"jjhsbaby","2021-10-24 23:34:48","Sekolah offline kapan dibatalin dah gue capek bgt anjir offline cm buat ngabisin bensin dan kuota","-1"
"https4u_","2021-10-24 23:34:38","morning moots, btw yg hari ini sekolah offline/online semangat ya!","1"
"sanchbang97","2021-10-24 23:33:50","struggle pertama waktu itu kirain online ternyata offline, dah enak2 bangun jam 6 lebih taunya harus berangkat sekolah wkwk skrg malah kebalikannya.. kenapa seimbang gitu yaa :"") https://t.co/RuluFpsSE4","0"
"hjscbg","2021-10-24 23:33:16","@convomf kalo lg sekolah offline aja","0"
"deraiark","2021-10-24 23:31:33","Good morning~!✨
Sekolah dah mulai kelas offline..
1 tahun lebih sama sekali belum kenalan ma yang lain di kelas.

PAIN","1"
"vzook","2021-10-24 23:29:53","pada sekolah offline ga nich?","0"
"ddoremiiii","2021-10-24 23:29:06","@bertanyarl sekolah offline😮‍💨","0"
"hanibanisweeti","2021-10-24 23:28:57","PENGEN SEKOLAH OFFLINE 😭😭😭","0"
"ceIlebrity","2021-10-24 23:28:01","@hygge_ym u too, sekolah offline pts nih w","1"
"rarazehs","2021-10-24 23:27:58","Akhirnya saya sekolah offline lagi😃","0"
"seishubby","2021-10-24 23:27:43","sekolah offline 😥😥","0"
"srytlvv","2021-10-24 23:27:39","ih temen temenku di sekolah lain udah pada offline hari ini keren","1"
"shibaoyuzuha","2021-10-24 23:27:30","pada sekolah offline gasih?","0"
"cutylolyy","2021-10-24 23:25:35","Adik aku jiwa malesnya luar biasa, dia gamau sekolah offline hiks kalo tetep dipaksa pasti ngelawan ampe main fisik😭","-1"
"Shicandylight_","2021-10-24 23:10:18","Pada sekolah offline ya?","0"
"indahhppp","2021-10-24 23:09:10","Masih males malesan kalo mau sekolah offline☹️","-1"
"haechanjktim","2021-10-24 23:08:39","pagi guys aku sekolah offline","1"
"annaalee__","2021-10-24 23:06:23","good morning moots, hari ini aku sekolah offline. hdue padahal lagi pusing gegara bawaan dari flu btw jangan lupa mam ya😘","-1"
"YEONBlNE","2021-10-24 23:03:44","y allah lupa aku jam 7 offline meh whatever sekolah ku deket sama rumah ok aku mandi dulu","0"
"botakgabut","2021-10-24 23:03:30","Met gw Sekarang sekolah offline, doain y semoga gurunya gak nagih tugas https://t.co/15UGgrvUaE","-1"
"dilucside","2021-10-24 23:01:54","wish me luck skrang sekolah offline, gue ga kenal siapa siapa 😔","-1"
"mkkayp","2021-10-24 23:01:02","oh wow adek gue (sma di jaksel) udah mulai sekolah offline…","1"
"etdyaopey_","2021-10-24 23:00:55","@laraseyaaa huaa semoga bisa cepet sekolah offline","1"
"serenteres","2021-10-24 23:00:30","Syukur blm sekolah offline","1"
"erigomow","2021-10-24 22:59:22","schdkfks hari ini sekolah offline https://t.co/GLRSvhy5hp","1"
"schfess","2021-10-24 22:58:06","sch! kangen sekolah offline tanpa sesi sesi an ga si? :(

✄・・・
🧐 Trivia: Rumus harga keseimbangan pasar adalah Qd=Qs","1"
"schfess","2021-10-24 22:56:02","sch! gais pas dulu masih sekolah offline kalian paling sering kehilangan barang apa?? sharing dongs

✄・・・
🧐 Trivia: Stratifikasi terbagi menjadi stratifikasi terbuka, tertutup, dan campuran.","0"
"etdyaopey_","2021-10-24 22:55:45","kalian sekolah offline gak??","0"
"rapIoey","2021-10-24 22:53:53","anjir dah masuk minggu sekolah offline","-1"
"kiemcheahyun","2021-10-24 22:53:01","adekku sekolah offline owowoow aku juga takut sekolah offline masalahnya hp ku belum selesai!!!","-1"
"AlisaAnggraeny2","2021-10-24 22:51:33","@Fenly_un1ty Morning ko, siap dong ko kan hari ini sekolah offline","1"
"snikthbinn","2021-10-24 22:45:37","hari ini sekolah offline

and do you know pren,¿¿

GUE LUPA CARA MAKE DASI UEUEUE 😭😭😭😭😭 https://t.co/CctvZAtYUw","-1"
"thesweetpota","2021-10-24 22:45:04","SALAMAT PAGI,SEMANGAT BAGI YANG SEKOLAH OFFLINE,YANG KAGA YAUDAH SEMANGAT JUGA🥰","1"
"vangeancewll","2021-10-24 22:40:12","Hari ini masuk sekolah offline lagi hiksssrothh malas","-1"
"hhrwwa","2021-10-24 22:39:15","Mager banget sekolah offline","-1"
"dinoocityx","2021-10-24 22:34:24","@TXTdariHunter sekolah offline / online?","0"
"daisybubuu","2021-10-24 22:30:44","yg sekolah offline jgn lupaa sarapan ya!!","1"
"daisybubuu","2021-10-24 22:29:25","sekolah offline/online?","0"
"yutqdepok","2021-10-24 22:24:27","ow yey aku sekolah offline","1"
"KinderJ35913943","2021-10-24 22:21:19","Sekarang sekolah offline , yey 😒","1"
"ourjcno","2021-10-24 22:14:57","sumpah gue makin sini makin males sekolah offline😭😭","-1"
"seokjin_cityx","2021-10-24 22:13:10","Sekolah, offline 😔 https://t.co/ahcjEq6eWO","0"
"byunyocung28","2021-10-24 22:12:47","Ngantuk tapi ada sekolah offline","-1"
"ttubinieluv","2021-10-24 22:08:09","Sekolah offline 😃😃😃","0"
"Wakwukkk","2021-10-24 21:48:05","Hari pertama sekolah offline adik adik","1"
"ekimia","2021-10-24 21:47:33","gue mau sekolah offline, taejin live dulu donk biar smangat","1"
"ENKAZUHA","2021-10-24 21:36:26","pagii, selamat sekarang gue otw sekolah offline hufttt","-1"
"Ievhaibaa","2021-10-24 21:23:14","ah shitt nyesel banget dulu pengen sekolah offline, enakan sekolah online","-1"
"qummyxby","2021-10-24 20:49:52","Aduhh hari ini saya sekolah offline","-1"
"iiiwufffyouuuuu","2021-10-24 20:41:30","Bye bestie nanti sekolah offline🙏🏻","1"
"honeybiniejinie","2021-10-24 20:32:13","@snikthbinn Tidakk, sekolah offline nanti pagii","-1"
"schfess","2021-10-24 20:16:54","sch! kalian kalo sekolah offline masa sekarang itu jadwal pelajarannya ganti² ga?, kalo ganti² biasanya diumumin jadwal barunya h- berapa hari/jam?","0"
"realtsaritsa","2021-10-24 20:04:14","ugh udah lama ga keluar rumah jadi terbiasa ga berinteraksi sama org lain selain keluarga dirumah.
semoga sekolah offline ga buruk :( tp takut bgt plis","-1"
"rriinnxc","2021-10-24 19:59:14","belum tidurrr perkara nanti gue sekolah offline jadi tugas ekonomi harus tuntassss emng syalann battttt https://t.co/JU03MlT6zt","-1"
"chyunshiho","2021-10-24 19:22:38","@moonareas Nanti sekolah online apa offline?","0"
"Sseungranger","2021-10-24 19:20:31","@blossomlng_00 Enak yah sekolah uda offline .. ini aku aja meeting masih onlen😔😔","1"
"jeongrenn","2021-10-24 18:49:21","Ini gw bisa selesai sampe jam berapa deh, MANA PAGINYA GW SEKOLAH OFFLINE","-1"
"jihoonjajan","2021-10-24 18:35:59","SEKOLAH OFFLINE SOALNYA","0"
"O4hee","2021-10-24 18:31:07","@enha1luvs tak tahu ada class ke tak sebab kan i dah sekolah offline but i group a so this week study sendiri je kot 😭","-1"
"akusaski_","2021-10-24 18:16:46","besok udah mulai sekolah offline dan pasti ini gue ga berhenti salting because crush gue satu kelas gatau besok kalo ajak dia ngobrol harus ngomong apa hahaha","1"
"bitterpai","2021-10-24 18:14:31","PAS MAU SEKOLAH OFFLINE KOK MALAH GABISA TIDUR?!?!?!?!","0"
"apricitaejay","2021-10-24 18:11:08","bsk sekolah offline tp gabiss tidur sekarang","0"
"pichypurf","2021-10-24 17:48:09","gabisa tidur gw oh baru inget tadi gw hbs minum kopi. mana besok sekolah offline kesiangan kn gk lucu😔","-1"
"JAEMIXNN","2021-10-24 17:42:18","dikit, tapi kalo sekolah offline jam tidur ku langsung rapi banget https://t.co/UDSrxHdIXk","1"
"doyoungta","2021-10-24 17:30:35","Besok masuk sekolah offline moga entar pulang sekolah pas buka Twitter langsung dapet congrats Aminin dulu aja dah","1"
"Panggilvee","2021-10-24 17:19:35","Hai kamu penghabis gratis sms waktu lalu :)
Apa kabar? udah lama ga jumpa ya 
Gaada maksut apapun cuma heran aja dulu kita ngobrolin apa aja si sampai gratisan 5000 sms gacukup sehari
gratisan nelpon 2jam aja kurang
Kok bisa gitu loh, padahal dulu masih sama” sekolah offline","0"
"marklcity_","2021-10-24 17:18:20","baru lihat jadwal sekolah offline hari senin pulang jam 1 siang aaaaa😭😭😭👊🏻","-1"
"Jibeomr","2021-10-24 17:15:05","sekolah offline tuh butuh apa ya..","0"
"Ieegahyeone","2021-10-24 17:03:03","kalo lagi ga males + ga sekolah offline sih iya https://t.co/XnwSfRdFOB","-1"
"mengsambatmu","2021-10-24 17:00:51","@schfess aku dah jarang pake gc udah offline jd ya kumpul sekolah semua","1"
"nsabbine","2021-10-24 16:59:56","bsk sekolah offline tapi seragam w masih di ember alias yaa masih di air rendeman 🤨","0"
"nonoprivcy","2021-10-24 16:58:46","@schfess aku udh ga pake google classroom lagi nder alias udh sekolah full offline 🙃","1"
"kakcilok","2021-10-24 16:57:18","ngopo kudu h-1 sekolah offline","0"
"rizalogy_","2021-10-24 16:48:34","Ga kebayang kalo sekolah offline, gimana nasib fans MU di sekolah mana besok senin","-1"
"itsjonegf","2021-10-24 16:47:51","@sjaeyunwolf masalah nya besok aku sekolah offline jadi di kumpulin, ga keburu kalo pagi ngerjain nya","-1"
"ilovmix","2021-10-24 16:45:35","klo abis ini sekolah offline trs gimana ya, tbh gue blm bnrn siap. pake sesi” an aja gue nyiapin mentalnya seminggu","-1"
"jaysayangku","2021-10-24 16:42:42","bsk gue sekolah offline mlsss","-1"
"zaseola","2021-10-24 16:41:42","Besok gue sekolah offline :)) mager bnget :))","-1"
"mccndanse","2021-10-24 16:38:11","OMGG besok sekolah offline","-1"
"Faaizzs","2021-10-24 16:37:04","Mending tidur dah, besok pagi sekolah.. mana udah offline daripada ngantuk ngantuk di kelas.","-1"
"hunderwerr","2021-10-24 16:33:39","Sekolah offline padahal belum pada vaksin here we go 😗 https://t.co/ulIVTSh86G","-1"
"muhammdfaiq","2021-10-24 16:26:53","ra bayangke aku dadi rafi rabbani,sesok pertama sekolah offline andang wes di ece konco2ne","1"
"lvuckycityx","2021-10-24 16:17:47","aku akan tidur 😇 karena besok sekolah offline 🤢🤢🤢🤢🤢","1"
"Juymilee","2021-10-24 16:07:56","BARU SADAR BESOK GUE SEKOLAH OFFLINE AAAA😭😭","-1"
"bertanyarl","2021-10-24 16:05:05","tanyarl siapa yg besok sekolah offline??????
huhu harus mandi pagi mana sender bsk ada apalan kimia :(","-1"
"onyourmaraa","2021-10-24 16:04:40","besok gue sekolah offline 😱😱😱","1"
"jjkjmna","2021-10-24 16:00:32","sumpah ya sekolah offline bikin stress","-1"
"jaejensha","2021-10-24 15:58:52","FISIKA FAK BGT LAHH, NGGA NGERTI APA APA, GURUNYA MASUK SEMINGGU SEKALI NGEJELASINNYA NGGA DETAIL, EH DIKASIH ULANGAN TERUS NJIRR MANA SEKOLAH OFFLINE KIT HEART AKUU UDA DUA KALI DAPET NILAI RENDAH","-1"
"iflychan","2021-10-24 15:58:38","eh laaahh males bgt sekolah offline padahal biasanya gw semangat","-1"
"lovkaibear","2021-10-24 15:54:08","ohiya bsk pd sekolah offline ya.... pantes teel sepi bngt","1"
"ddoyjsuh","2021-10-24 15:52:31","Ini kapan aku sekolah offline nya ???","0"
"onlyforjasuke","2021-10-24 15:49:29","jam segini aku lagi degdegan mau ngehadapin senin besok, padahal kalo dipikir pikir sekolah online lebih santai, mandi gak mandi gak kelihatan, sarapan tinggal ke dapur bawa ke kamar, jamnya juga dipotong setengah. kok dulu pas jaman offline aku biasa aja ya...","-1"
"kaedeharaaz","2021-10-24 15:47:41","guru ak gjls bru ngasi jadwal jam segini buat besok sekolah offline 🙄🙄","-1"
"convomf","2021-10-24 15:45:06","💭 umm guys, besok hari pertamaku sekolah offline sebagai murid baru. can u guys cheer me up? tiba-tiba aku takut banget ga punya temen... ☹","-1"
"ya_homie_ijat","2021-10-24 15:39:11","@schfess itu arusnya gede banget busett ga heran kebakar, kabel yg parallel ditengah itu ilangin coba.. untung ga percobaan offline, hangus ntar sekolah 😂","0"
"eonuland","2021-10-24 15:38:31","Kerja yang dilakuin online ada ga ya? Aku masih minor, baru kelas 10 dan offline. Kalo kerja offline / langsung keknya gabisa, karena bentrok sama sekolah, tugas dan les :(","0"
"ourjiels","2021-10-24 15:37:46","malem ini gue nyoba ga ambil tidur jadi pas udah pagi langsung sekolah offline😉","-1"
"jeikeujeik","2021-10-24 15:35:55","@ENHYPEN_members Kak besok aku sekolah offline 😭😭","-1"
"pwi_yo","2021-10-24 15:34:43","udah baru baru ini pas udah sekolah offline https://t.co/1IO0GAFl6W","1"
"saranghaneunhoe","2021-10-24 15:33:57","Lucu banget liatin anak remaja exciting besok dah mulai sekolah offline","1"
"pwi_yo","2021-10-24 15:33:36","lebih 5 WKWKKWKWWK NOLEP BAT YA GUA DULU, skrg gak karna udh sekolah offline https://t.co/aieWZg3im2","1"
"kyslovly","2021-10-24 15:31:25","sekolah anya lucu bgt offline sebulan sekali","1"
"yjhcuddles","2021-10-24 15:23:39","@cutycheol aku miskin, belom sekolah offline gaada uang jajan WKWKKW🙈","-1"
"kimgyunie","2021-10-24 15:21:43","kenapa harus sekolah offline sih kan aku malas bangun pagi😔🙏","-1"
"kyslovly","2021-10-24 15:20:34","besok kalian sekolah nya online apa offline?","0"
"Isma_yuvindaa","2021-10-24 15:19:30","@ninindyyy_ besok sekolah offline:(","-1"
"skiesgaze","2021-10-24 15:16:46","Ngespace yuk @hyunjiniegf @Rxxdl_ Eh lu besok sekolah offline gak?? Kalau sekolah offline gak usah wkwk","-1"
"keyyouuu","2021-10-24 15:16:21","besok sekolah offline, trus foto ijazah. gpp deh, soalnya jadwal foto ijazahnya pagi, mukaku belom berubah jadi ladang minyak","1"
"kooriaa","2021-10-24 15:14:05","dh tidur dulu bsok sekolah offline...","1"
"chocoasy","2021-10-24 15:12:14","@jjevianadhy @jnandaradhy besok adek sekolah offline???","1"
"fallincrow","2021-10-24 15:10:54","hai, besok kalian sekolah offline or online 🤔","0"
"hopeutchx_","2021-10-24 15:10:06","Besok sekolah offline dan aku mules rn:)","1"
"cavvalljs","2021-10-24 15:07:29","dulu pas offline bangun tidur ku terus mandi, sekarang online bangun tidur langsung sekolah","0"
"shouuren","2021-10-24 15:02:40","Ngedudel dulu sebelum besok stress dengan sekolah yang mulai offline sama deadline commission.. https://t.co/kYkR09zfOn","-1"
"seokjinie179","2021-10-24 14:59:52","Dari pagi tuh udah bantuin masak buat tahlil mama sama ayah terus siangnya zoom, angkat jemuran, nyapu ngepel, sorenya pergi buat nobat pas pulang nobar juga masih harus bantuin beres beres rumah nenek. Besok pagi harus nyuci baju segunung, si adek juga besok sekolah offline:)","1"
"vkookprple","2021-10-24 14:54:51","@kth_official_ besok sekolah... offline","1"
"semuamembaik","2021-10-24 14:54:36","via setiap cerita aku iya iyain aja biar cepet dahlahhh skrng uda sma ah gaseru jir kenapa aku telat sii nahloh skrng aku bingung mau curhat nct ke siapa. ngga sih lebih ke kayak enakkkk ga si dulu pas sekolah offline cerita nyambung sm chairmate. mianhae via🙏🏻😭","1"
"yoshilufiee","2021-10-24 14:51:02","engga, besok sekolah offline https://t.co/JKHf1vQ5s5","1"
"Juymilee","2021-10-24 14:47:04","@lauvskyu Semangat fayy💪🏻 bsk aku juga sekolah offline:') kyu titip salam sama aku katanya kangen kmu https://t.co/JTdm6BECvw","1"
"itsleciii","2021-10-24 14:47:02","@Imyourbeeeee Kalo sekolah offline kan palingan capek punggung sama capek mikir, soalnya didepan layar terus. Kalo capek olahraga itu lebih bokin ngantuk, apa ya kaya lu buat sekedar bangun dari kasur sampe gaada tenaga terus mata sampe berat banget rasanya harus tidur saat itu juga","-1"
"dntmrhsz7","2021-10-24 14:43:23","Besok mulai sekolah offline lagiii😀","1"
"aisydtzx_","2021-10-24 14:41:21","@giiegiw maless bangett, aplgi besok gue sekolah offline 🚮🚮🚮🚮💪🏻💪🏻💪🏻💪🏻","-1"
"sceulnery","2021-10-24 14:40:22","Btw besok aku sekolah offline","1"
"stioru","2021-10-24 14:37:24","@schfess Pas sekolah SMA 350k / minggu subsidi uang jajan diluar sekolah 400k HAHAHAHA
Kuliah karena offline sih belum tau sebulannya berapa semoga dapet banyak dah 🤲🏻 pas offline cuman subsidi uang jajan 2 minggu 600k sama kuota 300k / bulan","0"
"iceminthoony","2021-10-24 14:30:24","@lobiotion Haha minggu kemaren aku udah offline 2 hari plus sabtunya ekskul capek bgt ternyata, keknya aku udah lupa gimana rasanya sekolah offline","-1"
"rriinnxc","2021-10-24 14:30:01","besok tuh
1. giliran gue yg sekolah offline 
2. tugas 2 minggu yang lalu belum pada kelar 
3. gue ngantukann
4. point nomor 1 https://t.co/g1XytlbDPU","0"
"ghibahbarengyuu","2021-10-24 14:25:18","Kgn sekolah offline kek dulu,, bilang nya sakit pdahal ikut tryout Akbar di sekolah Laen hahahaha","1"
"sheeerrylll","2021-10-24 14:21:16","BESOK AKU SEKOLAH OFFLINE","1"
"nanaacuties","2021-10-24 14:20:54","@jenoleeowner sekolah offline tapi selang seling","0"
"abelleseo","2021-10-24 14:20:24","@jenoleeowner sekolah offline","0"
"jenoleeowner","2021-10-24 14:19:22","Kalian udahh sekolah or kuliah offline gakk??","0"
"muffingvrl","2021-10-24 14:19:05","ajg besok sekolah offline ajggg","-1"
"fullsun_mh","2021-10-24 14:18:42","@atmajayaindraa Gw besok masih sekolah online dar minggu ini doang gw offline","0"
"ggirlydoy","2021-10-24 14:17:46","Guee tidur duluaan ya moots , besok sekolah offline jadi harus bangun pagii heheh good night mootss 💫😴","1"
"yeseophile","2021-10-24 14:16:12","sp yg bsk sekolah offline cung✋🏻","1"
"hjunskylightd","2021-10-24 14:15:32","@bertanyarl alhamdullilah nggak gitu semenjak sekolah offline, jadi walaupun di luar rumah tetep bisa scroll tl hahah","1"
"KUR0BAKID","2021-10-24 14:15:16","@bluecloveren nggakk. mksdnya pgn sekolah dari rumah ke sekolah..ttp offline nomer 1 karena kalo onlen masuk kuping kanan keluar kuping kiri.......
BLMMM. yg kata waktu itu ada foto amuro pake baju kid tuh buat anime apa manga sih? sama DC juga dah rilis 100 volume ya?","1"
"kooadorable","2021-10-24 14:13:58","Aku pengen beli online streaming yang di LA nanti, tapi itu mulainya hari jum'at jam 10. Jam 10 masih jam sekolah belum lagi nanti sekolah kena jadwal offline 😭 hadu :(","-1"
"hppyfllsn","2021-10-24 14:12:36","@bertanyarl Prefer sekolah online apa offline?","0"
"convomfs","2021-10-24 14:10:48","menurut kalian kalo sekolah setengah online setengah offline gini enaknya bikin acara apa? 🤍","0"
"gasukamericano","2021-10-24 14:10:01","TERUS BESOK GUE SEKOLAH OFFLINE","1"
"rrrCatcher","2021-10-24 14:08:14","duhh bisa gasi gausah offline gitu, mager banget gue besok sekolah ish..","-1"
"Lilina0127","2021-10-24 14:06:32","@atmajayaindraa Iya aku sekolah offline","1"
"D1SYUUU0","2021-10-24 14:05:38","@Reikamiravh_ sekolah offline 😓😞😵😶🤕
bestie online 😍😝😋😎💗😻","0"
"winxcityx_","2021-10-24 14:05:24","@convomfs Lebih suka sekolah offline/online? Kenapa?","0"
