username,tweetcreatedts,tweet,label_sentimen,tweet_cf,tweet_clean,tweet_clean_alay,tweet_token,tweet_stopword,tweet_normalisasi,tweet_stemming,tweet_bersih
cherrishdiary,2021-10-24 01:02:05,@waferxzy lo dah sekolah offline blm el,0,lo dah sekolah offline blm el,lo dah sekolah offline blm el,kamu sudah sekolah offline belum el,"['kamu', 'sudah', 'sekolah', 'offline', 'belum', 'el']","['sekolah', 'offline', 'el']","['sekolah', 'offline', 'el']","['sekolah', 'offline', 'el']",sekolah offline el
liaphny,2021-10-24 00:59:18,@FairyAsahi_ tata udah sekolah offline belum,0,tata udah sekolah offline belum,tata udah sekolah offline belum,tata sudah sekolah offline belum,"['tata', 'sudah', 'sekolah', 'offline', 'belum']","['tata', 'sekolah', 'offline']","['tata', 'sekolah', 'offline']","['tata', 'sekolah', 'offline']",tata sekolah offline
taegyuie,2021-10-24 00:40:06,"@convomf bisa santai, rebahan sebelum sekolah offline",0,bisa santai rebahan sebelum sekolah offline,bisa santai rebahan sebelum sekolah offline,bisa santai rebahan sebelum sekolah offline,"['bisa', 'santai', 'rebahan', 'sebelum', 'sekolah', 'offline']","['santai', 'rebahan', 'sekolah', 'offline']","['santai', 'rebahan', 'sekolah', 'offline']","['santai', 'rebah', 'sekolah', 'offline']",santai rebah sekolah offline
hanibanisweeti,2021-10-23 23:37:43,gais kalian udh bener² sekolah offline??,0,gais kalian udh bener sekolah offline,gais kalian udh bener sekolah offline,gais kalian sudah benar sekolah offline,"['gais', 'kalian', 'sudah', 'benar', 'sekolah', 'offline']","['gais', 'sekolah', 'offline']","['teman teman', 'sekolah', 'offline']","['teman teman', 'sekolah', 'offline']",teman teman sekolah offline
moonareas,2021-10-23 20:36:04,"☁️ gua mau curhat sedikit. jdi gua belakangan ini udah mulai sekolah offline, dan gua bingung krna gua mau ikut masuk tpi this anxiety bothers me. gua harus gmna? fyi org tua gua kga tau gua punya anxiety, selama ini gua cuma konsul ke halo doc",1,gua mau curhat sedikit jdi gua belakangan ini udah mulai sekolah offline dan gua bingung krna gua mau ikut masuk tpi this anxiety bothers me gua harus gmna fyi org tua gua kga tau gua punya anxiety selama ini gua cuma konsul ke halo doc,gua mau curhat sedikit jdi gua belakangan ini udah mulai sekolah offline dan gua bingung krna gua mau ikut masuk tpi this anxiety bothers me gua harus gmna fyi org tua gua kga tau gua punya anxiety selama ini gua cuma konsul ke halo doc,gue mau curhat sedikit jadi gue belakangan ini sudah mulai sekolah offline dan gue bingung karena gue mau ikut masuk tetapi this anxiety bothers me gue harus bagaimana for your information orang tua gue tidak tau gue punya anxiety selama ini gue cuma konsultasi ke halo doc,"['gue', 'mau', 'curhat', 'sedikit', 'jadi', 'gue', 'belakangan', 'ini', 'sudah', 'mulai', 'sekolah', 'offline', 'dan', 'gue', 'bingung', 'karena', 'gue', 'mau', 'ikut', 'masuk', 'tetapi', 'this', 'anxiety', 'bothers', 'me', 'gue', 'harus', 'bagaimana', 'for', 'your', 'information', 'orang', 'tua', 'gue', 'tidak', 'tau', 'gue', 'punya', 'anxiety', 'selama', 'ini', 'gue', 'cuma', 'konsultasi', 'ke', 'halo', 'doc']","['gue', 'curhat', 'gue', 'sekolah', 'offline', 'gue', 'bingung', 'gue', 'masuk', 'this', 'anxiety', 'bothers', 'me', 'gue', 'for', 'your', 'information', 'orang', 'tua', 'gue', 'gue', 'anxiety', 'gue', 'konsultasi', 'halo', 'doc']","['saya', 'curhat', 'saya', 'sekolah', 'offline', 'saya', 'bingung', 'saya', 'masuk', 'this', 'anxiety', 'bothers', 'me', 'saya', 'for', 'your', 'information', 'orang', 'tua', 'saya', 'saya', 'anxiety', 'saya', 'konsultasi', 'halo', 'doc']","['saya', 'curhat', 'saya', 'sekolah', 'offline', 'saya', 'bingung', 'saya', 'masuk', 'this', 'anxiety', 'bothers', 'me', 'saya', 'for', 'your', 'information', 'orang', 'tua', 'saya', 'saya', 'anxiety', 'saya', 'konsultasi', 'halo', 'doc']",saya curhat saya sekolah offline saya bingung saya masuk this anxiety bothers me saya for your information orang tua saya saya anxiety saya konsultasi halo doc
vessl8d,2021-10-23 20:30:05,"andai dia kek dulu sebelum sekolah offline, ngejar nilai iya tapi juga ada waktu buat aku, kesannya egois? yes ikr tp gapapalah kan cuma “andai” padahal kita cuma temenan HAHAHAH lucu bgt ;DDDD",0,andai dia kek dulu sebelum sekolah offline ngejar nilai iya tapi juga ada waktu buat aku kesannya egois yes ikr tp gapapalah kan cuma andai padahal kita cuma temenan hahahah lucu bgt dddd,andai dia kek dulu sebelum sekolah offline ngejar nilai iya tapi juga ada waktu buat aku kesannya egois yes ikr tp gapapalah kan cuma andai padahal kita cuma temenan hahahah lucu bgt dddd,andai dia kayak dulu sebelum sekolah offline mengejar nilai iya tapi juga ada waktu buat aku kesannya egois iya iya gue tau tetapi tidak apalah kan cuma andai padahal kita cuma berteman haha lucu banget dddd,"['andai', 'dia', 'kayak', 'dulu', 'sebelum', 'sekolah', 'offline', 'mengejar', 'nilai', 'iya', 'tapi', 'juga', 'ada', 'waktu', 'buat', 'aku', 'kesannya', 'egois', 'iya', 'iya', 'gue', 'tau', 'tetapi', 'tidak', 'apalah', 'kan', 'cuma', 'andai', 'padahal', 'kita', 'cuma', 'berteman', 'haha', 'lucu', 'banget', 'dddd']","['andai', 'kayak', 'sekolah', 'offline', 'mengejar', 'nilai', 'iya', 'kesannya', 'egois', 'iya', 'iya', 'gue', 'apalah', 'andai', 'berteman', 'haha', 'lucu', 'banget', 'dddd']","['andai', 'kayak', 'sekolah', 'offline', 'mengejar', 'nilai', 'iya', 'kesannya', 'egois', 'iya', 'iya', 'saya', 'apalah', 'andai', 'berteman', 'tertawa', 'lucu', 'banget', 'dddd']","['andai', 'kayak', 'sekolah', 'offline', 'kejar', 'nilai', 'iya', 'kesan', 'egois', 'iya', 'iya', 'saya', 'apa', 'andai', 'teman', 'tertawa', 'lucu', 'banget', 'dddd']",andai kayak sekolah offline kejar nilai iya kesan egois iya iya saya apa andai teman tertawa lucu banget dddd
GhalibRoyyan,2021-10-23 19:59:18,@qorygore semangat sekolah offline https://t.co/4Oz3TXOtEH,1,semangat sekolah offline,semangat sekolah offline,semangat sekolah offline,"['semangat', 'sekolah', 'offline']","['semangat', 'sekolah', 'offline']","['semangat', 'sekolah', 'offline']","['semangat', 'sekolah', 'offline']",semangat sekolah offline
urrsskyy,2021-10-23 19:49:40,"mau puas""in baca au mumpung lagi sekolah online, ntr klo udah offline gabakal pnya bnyk waktu buat baca au",-1,mau puasin baca au mumpung lagi sekolah online ntr klo udah offline gabakal pnya bnyk waktu buat baca au,mau puasin baca au mumpung lagi sekolah online ntr klo udah offline gabakal pnya bnyk waktu buat baca au,mau puaskan baca au mumpung lagi sekolah online nanti kalau sudah offline tidak akan punya banyak waktu buat baca au,"['mau', 'puaskan', 'baca', 'au', 'mumpung', 'lagi', 'sekolah', 'online', 'nanti', 'kalau', 'sudah', 'offline', 'tidak', 'akan', 'punya', 'banyak', 'waktu', 'buat', 'baca', 'au']","['puaskan', 'baca', 'au', 'mumpung', 'sekolah', 'online', 'offline', 'baca', 'au']","['puaskan', 'baca', 'au', 'selagi', 'sekolah', 'daring', 'offline', 'baca', 'au']","['puas', 'baca', 'au', 'selagi', 'sekolah', 'daring', 'offline', 'baca', 'au']",puas baca au selagi sekolah daring offline baca au
alicceblue,2021-10-23 19:12:35,Gara gara sekolah udh mulai offline gatau hrus up apa,1,gara gara sekolah udh mulai offline gatau hrus up apa,gara gara sekolah udh mulai offline gatau hrus up apa,gara gara sekolah sudah mulai offline tak tau harus up apa,"['gara', 'gara', 'sekolah', 'sudah', 'mulai', 'offline', 'tak', 'tau', 'harus', 'up', 'apa']","['gara', 'gara', 'sekolah', 'offline', 'up']","['gara', 'gara', 'sekolah', 'offline', 'up']","['gara', 'gara', 'sekolah', 'offline', 'up']",gara gara sekolah offline up
userllovely,2021-10-23 18:16:40,@convomfs sekolah online or offline?,0,sekolah online or offline,sekolah online or offline,sekolah online orang offline,"['sekolah', 'online', 'orang', 'offline']","['sekolah', 'online', 'orang', 'offline']","['sekolah', 'daring', 'orang', 'offline']","['sekolah', 'daring', 'orang', 'offline']",sekolah daring orang offline
JOLIEVOIR,2021-10-23 17:54:45,sekolah offline tugas malah makin kececer anj,-1,sekolah offline tugas malah makin kececer anj,sekolah offline tugas malah makin kececer anj,sekolah offline tugas malah makin kececer anjing,"['sekolah', 'offline', 'tugas', 'malah', 'makin', 'kececer', 'anjing']","['sekolah', 'offline', 'tugas', 'kececer', 'anjing']","['sekolah', 'offline', 'tugas', 'kececer', 'anjing']","['sekolah', 'offline', 'tugas', 'cecer', 'anjing']",sekolah offline tugas cecer anjing
O6116S,2021-10-23 17:38:24,"aaa akun ini mulai ga ke uruss :(( sibuk sekolah offline akutuu, sampe rumah langsung tidurr skskksjs",-1,aaa akun ini mulai ga ke uruss sibuk sekolah offline akutuu sampe rumah langsung tidurr skskksjs,aaa akun ini mulai ga ke uruss sibuk sekolah offline akutuu sampe rumah langsung tidurr skskksjs,aaa akun ini mulai tidak ke uruss sibuk sekolah offline akutuu sampai rumah langsung tidurr skskksjs,"['aaa', 'akun', 'ini', 'mulai', 'tidak', 'ke', 'uruss', 'sibuk', 'sekolah', 'offline', 'akutuu', 'sampai', 'rumah', 'langsung', 'tidurr', 'skskksjs']","['aaa', 'akun', 'uruss', 'sibuk', 'sekolah', 'offline', 'akutuu', 'rumah', 'langsung', 'tidurr', 'skskksjs']","['aaa', 'akun', 'uruss', 'sibuk', 'sekolah', 'offline', 'akutuu', 'rumah', 'langsung', 'tidurr', 'skskksjs']","['aaa', 'akun', 'uruss', 'sibuk', 'sekolah', 'offline', 'akutuu', 'rumah', 'langsung', 'tidurr', 'skskksjs']",aaa akun uruss sibuk sekolah offline akutuu rumah langsung tidurr skskksjs
itsbaginda,2021-10-23 16:48:59,"SMA NJINK 😭👊😔 
*dalam konteks sekolah offline beserta masa dan kenangannya* https://t.co/L5lB3hFvNp",-1,sma njink dalam konteks sekolah offline beserta masa dan kenangannya,sma njink dalam konteks sekolah offline beserta masa dan kenangannya,sama anjing dalam konteks sekolah offline beserta masa dan kenangannya,"['sama', 'anjing', 'dalam', 'konteks', 'sekolah', 'offline', 'beserta', 'masa', 'dan', 'kenangannya']","['anjing', 'konteks', 'sekolah', 'offline', 'beserta', 'kenangannya']","['anjing', 'konteks', 'sekolah', 'offline', 'beserta', 'kenangannya']","['anjing', 'konteks', 'sekolah', 'offline', 'serta', 'kenang']",anjing konteks sekolah offline serta kenang
gprltwgwsp,2021-10-23 16:39:13,"@schfess Sekolah online capek mental
Sekolah offline capek fisik

Dahla jadi rumput aja",-1,sekolah online capek mental sekolah offline capek fisik dahla jadi rumput aja,sekolah online capek mental sekolah offline capek fisik dahla jadi rumput aja,sekolah online cape mental sekolah offline cape fisik dahla jadi rumput saja,"['sekolah', 'online', 'cape', 'mental', 'sekolah', 'offline', 'cape', 'fisik', 'dahla', 'jadi', 'rumput', 'saja']","['sekolah', 'online', 'cape', 'mental', 'sekolah', 'offline', 'cape', 'fisik', 'dahla', 'rumput']","['sekolah', 'daring', 'capek', 'mental', 'sekolah', 'offline', 'capek', 'fisik', 'dahla', 'rumput']","['sekolah', 'daring', 'capek', 'mental', 'sekolah', 'offline', 'capek', 'fisik', 'dahla', 'rumput']",sekolah daring capek mental sekolah offline capek fisik dahla rumput
buanawisnu,2021-10-23 16:24:49,@Alleria3110 kayaknya kalau sekolah offline bakal banyak kasus bullying gara gara bocil nonton tokrev dah,-1,kayaknya kalau sekolah offline bakal banyak kasus bullying gara gara bocil nonton tokrev dah,kayaknya kalau sekolah offline bakal banyak kasus bullying gara gara bocil nonton tokrev dah,kayaknya kalau sekolah offline bakal banyak kasus bullying gara gara bocah cilik menonton tokrev sudah,"['kayaknya', 'kalau', 'sekolah', 'offline', 'bakal', 'banyak', 'kasus', 'bullying', 'gara', 'gara', 'bocah', 'cilik', 'menonton', 'tokrev', 'sudah']","['kayaknya', 'sekolah', 'offline', 'bullying', 'gara', 'gara', 'bocah', 'cilik', 'menonton', 'tokrev']","['kayaknya', 'sekolah', 'offline', 'bullying', 'gara', 'gara', 'bocah', 'cilik', 'menonton', 'tokrev']","['kayak', 'sekolah', 'offline', 'bullying', 'gara', 'gara', 'bocah', 'cilik', 'tonton', 'tokrev']",kayak sekolah offline bullying gara gara bocah cilik tonton tokrev
randidp05,2021-10-23 16:17:26,"@A_ChristyJKT48 Aku lagi memikirkan sesuatu.karena di hari rabu aku ada ulangan Matematika,dan sekolah aku udah offline.jadi aku harus memikirkan strategi untuk mendapatkan jawaban dari google..hehehe
Canda canda",1,christyjkt aku lagi memikirkan sesuatukarena di hari rabu aku ada ulangan matematikadan sekolah aku udah offlinejadi aku harus memikirkan strategi untuk mendapatkan jawaban dari googlehehehe canda canda,christyjkt aku lagi memikirkan sesuatukarena di hari rabu aku ada ulangan matematikadan sekolah aku udah offlinejadi aku harus memikirkan strategi untuk mendapatkan jawaban dari googlehehehe canda canda,christyjkt aku lagi memikirkan sesuatukarena di hari rabu aku ada ulangan matematikadan sekolah aku sudah offlinejadi aku harus memikirkan strategi untuk mendapatkan jawaban dari googlehehehe canda canda,"['christyjkt', 'aku', 'lagi', 'memikirkan', 'sesuatukarena', 'di', 'hari', 'rabu', 'aku', 'ada', 'ulangan', 'matematikadan', 'sekolah', 'aku', 'sudah', 'offlinejadi', 'aku', 'harus', 'memikirkan', 'strategi', 'untuk', 'mendapatkan', 'jawaban', 'dari', 'googlehehehe', 'canda', 'canda']","['christyjkt', 'memikirkan', 'sesuatukarena', 'rabu', 'ulangan', 'matematikadan', 'sekolah', 'offlinejadi', 'memikirkan', 'strategi', 'googlehehehe', 'canda', 'canda']","['christyjkt', 'memikirkan', 'sesuatukarena', 'rabu', 'ulangan', 'matematikadan', 'sekolah', 'offlinejadi', 'memikirkan', 'strategi', 'googlehehehe', 'canda', 'canda']","['christyjkt', 'pikir', 'sesuatukarena', 'rabu', 'ulang', 'matematikadan', 'sekolah', 'offlinejadi', 'pikir', 'strategi', 'googlehehehe', 'canda', 'canda']",christyjkt pikir sesuatukarena rabu ulang matematikadan sekolah offlinejadi pikir strategi googlehehehe canda canda
popcoown,2021-10-23 16:10:54,"ini semenjak gue sekolah offline perasaan seminggu cepet bgt dha, masa udah minggu lagi aja gajelas",0,ini semenjak gue sekolah offline perasaan seminggu cepet bgt dha masa udah minggu lagi aja gajelas,ini semenjak gue sekolah offline perasaan seminggu cepet bgt dha masa udah minggu lagi aja gajelas,ini semenjak gue sekolah offline perasaan seminggu cepat banget dha masa sudah minggu lagi saja tidak jelas,"['ini', 'semenjak', 'gue', 'sekolah', 'offline', 'perasaan', 'seminggu', 'cepat', 'banget', 'dha', 'masa', 'sudah', 'minggu', 'lagi', 'saja', 'tidak', 'jelas']","['semenjak', 'gue', 'sekolah', 'offline', 'perasaan', 'seminggu', 'cepat', 'banget', 'dha', 'minggu']","['semenjak', 'saya', 'sekolah', 'offline', 'perasaan', 'seminggu', 'cepat', 'banget', 'dha', 'minggu']","['semenjak', 'saya', 'sekolah', 'offline', 'asa', 'minggu', 'cepat', 'banget', 'dha', 'minggu']",semenjak saya sekolah offline asa minggu cepat banget dha minggu
xilentcry,2021-10-23 16:08:54,"gue beneran deh pengen bgt ngerjain sesuatu tanpa nyontek, kalo sekolah offline terus enak anjir gada yang nyontek",1,gue beneran deh pengen bgt ngerjain sesuatu tanpa nyontek kalo sekolah offline terus enak anjir gada yang nyontek,gue beneran deh pengen bgt ngerjain sesuatu tanpa nyontek kalo sekolah offline terus enak anjir gada yang nyontek,gue benaran deh ingin banget mengerjakan sesuatu tanpa menyontek kalau sekolah offline terus enak anjir tidak ada yang menyontek,"['gue', 'benaran', 'deh', 'ingin', 'banget', 'mengerjakan', 'sesuatu', 'tanpa', 'menyontek', 'kalau', 'sekolah', 'offline', 'terus', 'enak', 'anjir', 'tidak', 'ada', 'yang', 'menyontek']","['gue', 'benaran', 'deh', 'banget', 'menyontek', 'sekolah', 'offline', 'enak', 'anjir', 'menyontek']","['saya', 'benaran', 'deh', 'banget', 'menyontek', 'sekolah', 'offline', 'enak', 'anjing', 'menyontek']","['saya', 'benar', 'deh', 'banget', 'sontek', 'sekolah', 'offline', 'enak', 'anjing', 'sontek']",saya benar deh banget sontek sekolah offline enak anjing sontek
fierwuu,2021-10-23 16:00:49,"Gk tau, yg penting sekolah offline https://t.co/E0MZ8gLRiW",1,gk tau yg penting sekolah offline,gk tau yg penting sekolah offline,tidak tau yang penting sekolah offline,"['tidak', 'tau', 'yang', 'penting', 'sekolah', 'offline']","['sekolah', 'offline']","['sekolah', 'offline']","['sekolah', 'offline']",sekolah offline
lovaenna,2021-10-23 15:55:42,"kangen musim hujan pas sebelum corona, apalagi musim hujan pas sekolah offline",1,kangen musim hujan pas sebelum corona apalagi musim hujan pas sekolah offline,kangen musim hujan pas sebelum corona apalagi musim hujan pas sekolah offline,kangen musim hujan pas sebelum corona apalagi musim hujan pas sekolah offline,"['kangen', 'musim', 'hujan', 'pas', 'sebelum', 'corona', 'apalagi', 'musim', 'hujan', 'pas', 'sekolah', 'offline']","['kangen', 'musim', 'hujan', 'pas', 'corona', 'musim', 'hujan', 'pas', 'sekolah', 'offline']","['kangen', 'musim', 'hujan', 'pas', 'corona', 'musim', 'hujan', 'pas', 'sekolah', 'offline']","['kangen', 'musim', 'hujan', 'pas', 'corona', 'musim', 'hujan', 'pas', 'sekolah', 'offline']",kangen musim hujan pas corona musim hujan pas sekolah offline
ummxxbi,2021-10-23 15:50:50,"@bertanyarl pernah, karena udah mulai offline jadi besok pas sekolah takut ngga ada temen😭 temen gue dah pergi sama geng barunya hahha",-1,pernah karena udah mulai offline jadi besok pas sekolah takut ngga ada temen temen gue dah pergi sama geng barunya hahha,pernah karena udah mulai offline jadi besok pas sekolah takut ngga ada temen temen gue dah pergi sama geng barunya hahha,pernah karena sudah mulai offline jadi besok pas sekolah takut tidak ada teman teman gue sudah pergi sama geng barunya haha,"['pernah', 'karena', 'sudah', 'mulai', 'offline', 'jadi', 'besok', 'pas', 'sekolah', 'takut', 'tidak', 'ada', 'teman', 'teman', 'gue', 'sudah', 'pergi', 'sama', 'geng', 'barunya', 'haha']","['offline', 'besok', 'pas', 'sekolah', 'takut', 'teman', 'teman', 'gue', 'pergi', 'geng', 'barunya', 'haha']","['offline', 'besok', 'pas', 'sekolah', 'takut', 'teman', 'teman', 'saya', 'pergi', 'geng', 'barunya', 'tertawa']","['offline', 'besok', 'pas', 'sekolah', 'takut', 'teman', 'teman', 'saya', 'pergi', 'geng', 'baru', 'tertawa']",offline besok pas sekolah takut teman teman saya pergi geng baru tertawa
chxfuyzu,2021-10-23 15:48:37,@convomf besok aku mau beli hp gue yang udh sekolah OFFLINE IWWW PANAS BGT GUE GAMBAR yang udh sekolah offline,0,besok aku mau beli hp gue yang udh sekolah offline iwww panas bgt gue gambar yang udh sekolah offline,besok aku mau beli hp gue yang udh sekolah offline iwww panas bgt gue gambar yang udh sekolah offline,besok aku mau beli handphone gue yang sudah sekolah offline iwww panas banget gue gambar yang sudah sekolah offline,"['besok', 'aku', 'mau', 'beli', 'handphone', 'gue', 'yang', 'sudah', 'sekolah', 'offline', 'iwww', 'panas', 'banget', 'gue', 'gambar', 'yang', 'sudah', 'sekolah', 'offline']","['besok', 'beli', 'handphone', 'gue', 'sekolah', 'offline', 'iwww', 'panas', 'banget', 'gue', 'gambar', 'sekolah', 'offline']","['besok', 'beli', 'handphone', 'saya', 'sekolah', 'offline', 'iwww', 'panas', 'banget', 'saya', 'gambar', 'sekolah', 'offline']","['besok', 'beli', 'handphone', 'saya', 'sekolah', 'offline', 'iwww', 'panas', 'banget', 'saya', 'gambar', 'sekolah', 'offline']",besok beli handphone saya sekolah offline iwww panas banget saya gambar sekolah offline
ssavirae,2021-10-23 15:40:39,"@bertanyarl please banget sekolah ku baru aja offline, itu pun terbatas😭",1,please banget sekolah ku baru aja offline itu pun terbatas,please banget sekolah ku baru aja offline itu pun terbatas,please banget sekolah ku baru saja offline itu pun terbatas,"['please', 'banget', 'sekolah', 'ku', 'baru', 'saja', 'offline', 'itu', 'pun', 'terbatas']","['please', 'banget', 'sekolah', 'ku', 'offline', 'terbatas']","['please', 'banget', 'sekolah', 'ku', 'offline', 'terbatas']","['please', 'banget', 'sekolah', 'ku', 'offline', 'batas']",please banget sekolah ku offline batas
kalasaurs,2021-10-23 15:32:18,"@ourchanie Boleh boleh ajaa udah sringg, sekolah kan offline online jdi gapapaa",1,boleh boleh ajaa udah sringg sekolah kan offline online jdi gapapaa,boleh boleh ajaa udah sringg sekolah kan offline online jdi gapapaa,boleh boleh saja sudah sringg sekolah kan offline online jadi gapapaa,"['boleh', 'boleh', 'saja', 'sudah', 'sringg', 'sekolah', 'kan', 'offline', 'online', 'jadi', 'gapapaa']","['sringg', 'sekolah', 'offline', 'online', 'gapapaa']","['sringg', 'sekolah', 'offline', 'daring', 'gapapaa']","['sringg', 'sekolah', 'offline', 'daring', 'gapapaa']",sringg sekolah offline daring gapapaa
gataudehhpusing,2021-10-23 15:12:34,@bertanyarl kl sekolah offline kisaran 400an tp blm termasuk kl mau ngemall gt2,1,kl sekolah offline kisaran an tp blm termasuk kl mau ngemall gt,kl sekolah offline kisaran an tp blm termasuk kl mau ngemall gt,kalau sekolah offline kisaran an tetapi belum termasuk kalau mau ngemall begitu,"['kalau', 'sekolah', 'offline', 'kisaran', 'an', 'tetapi', 'belum', 'termasuk', 'kalau', 'mau', 'ngemall', 'begitu']","['sekolah', 'offline', 'kisaran', 'an', 'ngemall']","['sekolah', 'offline', 'kisaran', 'an', 'ngemall']","['sekolah', 'offline', 'kisar', 'an', 'ngemall']",sekolah offline kisar an ngemall
jjkzvs,2021-10-23 15:10:46,"@bertanyarl 300 kalo ga sekolah
klo sekolah offline 1.050",1,kalo ga sekolah klo sekolah offline,kalo ga sekolah klo sekolah offline,kalau tidak sekolah kalau sekolah offline,"['kalau', 'tidak', 'sekolah', 'kalau', 'sekolah', 'offline']","['sekolah', 'sekolah', 'offline']","['sekolah', 'sekolah', 'offline']","['sekolah', 'sekolah', 'offline']",sekolah sekolah offline
spacinline,2021-10-23 15:08:52,ketika orang orang seneng sekolah offline gua di sini gemetaran ga bisa tidur wkwkwkwkwk... 😢,1,ketika orang orang seneng sekolah offline gua di sini gemetaran ga bisa tidur wkwkwkwkwk,ketika orang orang seneng sekolah offline gua di sini gemetaran ga bisa tidur wkwkwkwkwk,ketika orang orang senang sekolah offline gue di sini gemetaran tidak bisa tidur wkwk,"['ketika', 'orang', 'orang', 'senang', 'sekolah', 'offline', 'gue', 'di', 'sini', 'gemetaran', 'tidak', 'bisa', 'tidur', 'wkwk']","['orang', 'orang', 'senang', 'sekolah', 'offline', 'gue', 'gemetaran', 'tidur', 'wkwk']","['orang', 'orang', 'senang', 'sekolah', 'offline', 'saya', 'gemetaran', 'tidur', 'wkwk']","['orang', 'orang', 'senang', 'sekolah', 'offline', 'saya', 'gemetar', 'tidur', 'wkwk']",orang orang senang sekolah offline saya gemetar tidur wkwk
yeahtyaelah,2021-10-23 14:50:45,Kalau sekolah offline kadang jam 4 udah bangun https://t.co/Q17Wp3uxRL,1,kalau sekolah offline kadang jam udah bangun,kalau sekolah offline kadang jam udah bangun,kalau sekolah offline kadang jam sudah bangun,"['kalau', 'sekolah', 'offline', 'kadang', 'jam', 'sudah', 'bangun']","['sekolah', 'offline', 'kadang', 'jam', 'bangun']","['sekolah', 'offline', 'kadang', 'jam', 'bangun']","['sekolah', 'offline', 'kadang', 'jam', 'bangun']",sekolah offline kadang jam bangun
littletigewr,2021-10-23 14:44:47,sebenernya yg bikin males kalo sekolah offline tuh cuma ngejar kereta doang :(,-1,sebenernya yg bikin males kalo sekolah offline tuh cuma ngejar kereta doang,sebenernya yg bikin males kalo sekolah offline tuh cuma ngejar kereta doang,sebenarnya yang bikin malas kalau sekolah offline itu cuma mengejar kereta doang,"['sebenarnya', 'yang', 'bikin', 'malas', 'kalau', 'sekolah', 'offline', 'itu', 'cuma', 'mengejar', 'kereta', 'doang']","['malas', 'sekolah', 'offline', 'mengejar', 'kereta', 'doang']","['malas', 'sekolah', 'offline', 'mengejar', 'kereta', 'doang']","['malas', 'sekolah', 'offline', 'kejar', 'kereta', 'doang']",malas sekolah offline kejar kereta doang
yaenfe,2021-10-23 14:30:36,"tp gmna ya gue gini jg ggr ada tanggungjawab lain kaya tugas sekolah, club, etc. pas buka genshin bawaannya udah cape duluan jadinya cuma daily commis :/ mau sih bisa puas puas main tapi ya mana skg udah sekolah offline juga...",-1,tp gmna ya gue gini jg ggr ada tanggungjawab lain kaya tugas sekolah club etc pas buka genshin bawaannya udah cape duluan jadinya cuma daily commis mau sih bisa puas puas main tapi ya mana skg udah sekolah offline juga,tp gmna ya gue gini jg ggr ada tanggungjawab lain kaya tugas sekolah club etc pas buka genshin bawaannya udah cape duluan jadinya cuma daily commis mau sih bisa puas puas main tapi ya mana skg udah sekolah offline juga,tetapi bagaimana ya gue begini juga ggr ada tanggung jawab lain kayak tugas sekolah club etc pas buka genshin bawaannya sudah cape lebih dahulu jadinya cuma daily commis mau sih bisa puas puas main tapi ya mana sekarang sudah sekolah offline juga,"['tetapi', 'bagaimana', 'ya', 'gue', 'begini', 'juga', 'ggr', 'ada', 'tanggung', 'jawab', 'lain', 'kayak', 'tugas', 'sekolah', 'club', 'etc', 'pas', 'buka', 'genshin', 'bawaannya', 'sudah', 'cape', 'lebih', 'dahulu', 'jadinya', 'cuma', 'daily', 'commis', 'mau', 'sih', 'bisa', 'puas', 'puas', 'main', 'tapi', 'ya', 'mana', 'sekarang', 'sudah', 'sekolah', 'offline', 'juga']","['gue', 'ggr', 'tanggung', 'kayak', 'tugas', 'sekolah', 'club', 'etc', 'pas', 'buka', 'genshin', 'bawaannya', 'cape', 'daily', 'commis', 'puas', 'puas', 'main', 'sekolah', 'offline']","['saya', 'ggr', 'tanggung', 'kayak', 'tugas', 'sekolah', 'club', 'etc', 'pas', 'buka', 'genshin', 'bawaannya', 'capek', 'daily', 'commis', 'puas', 'puas', 'main', 'sekolah', 'offline']","['saya', 'ggr', 'tanggung', 'kayak', 'tugas', 'sekolah', 'club', 'etc', 'pas', 'buka', 'genshin', 'bawa', 'capek', 'daily', 'commis', 'puas', 'puas', 'main', 'sekolah', 'offline']",saya ggr tanggung kayak tugas sekolah club etc pas buka genshin bawa capek daily commis puas puas main sekolah offline
